Date,Time,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status
2020-07-16,09:00:00,1.8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),287.8,N deg,2.9,N ms-1,14.6,N degC
2020-07-16,10:00:00,5.3,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),290.2,N deg,3.1,N ms-1,15.8,N degC
2020-07-16,11:00:00,4.3,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),289.5,N deg,3.5,N ms-1,16.6,N degC
2020-07-16,12:00:00,2.7,V ugm-3 (TEOM FDMS),0.1,V ugm-3 (TEOM FDMS),294.2,N deg,4.2,N ms-1,17.3,N degC
2020-07-16,13:00:00,6.4,V ugm-3 (TEOM FDMS),-0.4,V ugm-3 (TEOM FDMS),295,N deg,4.6,N ms-1,18,N degC
2020-07-16,14:00:00,5.2,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),287.6,N deg,5.1,N ms-1,18.1,N degC
2020-07-16,15:00:00,4.2,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),284.3,N deg,5.8,N ms-1,18.1,N degC
2020-07-16,16:00:00,5.8,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS),283.5,N deg,6.4,N ms-1,18.5,N degC
2020-07-16,17:00:00,6,V ugm-3 (TEOM FDMS),5.3,V ugm-3 (TEOM FDMS),284.5,N deg,6.1,N ms-1,18.2,N degC
2020-07-16,18:00:00,7.2,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS),284.3,N deg,5.7,N ms-1,17.4,N degC
2020-07-16,19:00:00,7.6,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),285.8,N deg,5.1,N ms-1,16.4,N degC
2020-07-16,20:00:00,8.9,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS),284.3,N deg,3.7,N ms-1,15.2,N degC
2020-07-16,21:00:00,11.7,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),288.8,N deg,3.4,N ms-1,14.2,N degC
2020-07-16,22:00:00,10.9,V ugm-3 (TEOM FDMS),7.5,V ugm-3 (TEOM FDMS),300.7,N deg,3.9,N ms-1,13.7,N degC
2020-07-16,23:00:00,15.1,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),303.6,N deg,4,N ms-1,14,N degC
2020-07-16,24:00:00,17.8,V ugm-3 (TEOM FDMS),11.2,V ugm-3 (TEOM FDMS),298.5,N deg,3.6,N ms-1,14,N degC
2020-07-17,01:00:00,25.2,V ugm-3 (TEOM FDMS),15.8,V ugm-3 (TEOM FDMS),283.1,N deg,2.7,N ms-1,11.8,N degC
2020-07-17,02:00:00,12.2,V ugm-3 (TEOM FDMS),11.8,V ugm-3 (TEOM FDMS),288.1,N deg,3,N ms-1,11.8,N degC
2020-07-17,03:00:00,11.2,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS),291.4,N deg,2.7,N ms-1,11.8,N degC
2020-07-17,04:00:00,12,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS),286.4,N deg,2.1,N ms-1,12.2,N degC
2020-07-17,05:00:00,8.6,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS),265.5,N deg,2.3,N ms-1,12.6,N degC
2020-07-17,06:00:00,7.4,V ugm-3 (TEOM FDMS),1.4,V ugm-3 (TEOM FDMS),262.1,N deg,3.6,N ms-1,13.1,N degC
2020-07-17,07:00:00,-1.7,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),264.1,N deg,3.9,N ms-1,13.4,N degC
2020-07-17,08:00:00,7,V ugm-3 (TEOM FDMS),2.5,V ugm-3 (TEOM FDMS),264.8,N deg,3.9,N ms-1,13.8,N degC
2020-07-17,09:00:00,9,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS),267.8,N deg,4,N ms-1,14.6,N degC
2020-07-17,10:00:00,12.2,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS),274.1,N deg,4,N ms-1,15.5,N degC
2020-07-17,11:00:00,14.7,V ugm-3 (TEOM FDMS),6.6,V ugm-3 (TEOM FDMS),278.7,N deg,4.5,N ms-1,16.1,N degC
2020-07-17,12:00:00,7.2,V ugm-3 (TEOM FDMS),6.7,V ugm-3 (TEOM FDMS),275.5,N deg,4.6,N ms-1,16.4,N degC
2020-07-17,13:00:00,5.1,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS),277.3,N deg,5.3,N ms-1,16.9,N degC
2020-07-17,14:00:00,7.5,V ugm-3 (TEOM FDMS),5.4,V ugm-3 (TEOM FDMS),280.2,N deg,5.8,N ms-1,17.1,N degC
2020-07-17,15:00:00,8.3,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS),277.7,N deg,6.2,N ms-1,17.9,N degC
2020-07-17,16:00:00,5.8,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS),278.9,N deg,6.5,N ms-1,18.5,N degC
2020-07-17,17:00:00,6.9,V ugm-3 (TEOM FDMS),2.4,V ugm-3 (TEOM FDMS),281.1,N deg,6.1,N ms-1,16.9,N degC
2020-07-17,18:00:00,6.3,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),280.7,N deg,5.5,N ms-1,16.3,N degC
2020-07-17,19:00:00,7.7,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS),279.8,N deg,5.1,N ms-1,15.5,N degC
2020-07-17,20:00:00,6.1,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS),274.9,N deg,5,N ms-1,15.1,N degC
2020-07-17,21:00:00,14.9,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS),271.9,N deg,4.7,N ms-1,14.9,N degC
2020-07-17,22:00:00,8.8,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS),270.3,N deg,4.6,N ms-1,14.8,N degC
2020-07-17,23:00:00,6.4,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS),270.9,N deg,4.9,N ms-1,14.6,N degC
2020-07-17,24:00:00,10.5,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),265.9,N deg,4.7,N ms-1,14.6,N degC
2020-07-18,01:00:00,10.4,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),258,N deg,3.8,N ms-1,12.4,N degC
2020-07-18,02:00:00,3.4,V ugm-3 (TEOM FDMS),0.3,V ugm-3 (TEOM FDMS),254.9,N deg,3.7,N ms-1,12.8,N degC
2020-07-18,03:00:00,13,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),260.6,N deg,4.6,N ms-1,13.3,N degC
2020-07-18,04:00:00,6.7,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),269.5,N deg,5.5,N ms-1,13.7,N degC
2020-07-18,05:00:00,8.7,V ugm-3 (TEOM FDMS),2.5,V ugm-3 (TEOM FDMS),265.5,N deg,5.4,N ms-1,13.8,N degC
2020-07-18,06:00:00,4.4,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),261.7,N deg,4.6,N ms-1,14.3,N degC
2020-07-18,07:00:00,11.1,V ugm-3 (TEOM FDMS),1.1,V ugm-3 (TEOM FDMS),259.6,N deg,5.3,N ms-1,15.6,N degC
2020-07-18,08:00:00,9.2,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),259,N deg,6.2,N ms-1,16.8,N degC
2020-07-18,09:00:00,6.3,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),261.6,N deg,6.6,N ms-1,17.6,N degC
2020-07-18,10:00:00,8.9,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),260.8,N deg,6.4,N ms-1,17.4,N degC
2020-07-18,11:00:00,5.1,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),262.1,N deg,6.6,N ms-1,17.7,N degC
2020-07-18,12:00:00,11.5,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),265.3,N deg,6.5,N ms-1,18.1,N degC
2020-07-18,13:00:00,8.9,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),271.4,N deg,6.9,N ms-1,18.5,N degC
2020-07-18,14:00:00,5.1,V ugm-3 (TEOM FDMS),5.1,V ugm-3 (TEOM FDMS),273.2,N deg,7.7,N ms-1,18.6,N degC
2020-07-18,15:00:00,9,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),267.7,N deg,5.9,N ms-1,16.8,N degC
2020-07-18,16:00:00,4.8,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS),268.3,N deg,5.6,N ms-1,16.4,N degC
2020-07-18,17:00:00,4.2,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),265.7,N deg,5.1,N ms-1,15.9,N degC
2020-07-18,18:00:00,19,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),265.8,N deg,4.1,N ms-1,15.5,N degC
2020-07-18,19:00:00,4.1,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),264.5,N deg,4.1,N ms-1,15.4,N degC
2020-07-18,20:00:00,4,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),259.1,N deg,3.8,N ms-1,15.3,N degC
2020-07-18,21:00:00,4.9,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),257.2,N deg,3.6,N ms-1,15.3,N degC
2020-07-18,22:00:00,5.1,V ugm-3 (TEOM FDMS),0.3,V ugm-3 (TEOM FDMS),272.9,N deg,3.2,N ms-1,15.2,N degC
2020-07-18,23:00:00,4.6,V ugm-3 (TEOM FDMS),-0.8,V ugm-3 (TEOM FDMS),271,N deg,2.4,N ms-1,14.9,N degC
2020-07-18,24:00:00,8.6,V ugm-3 (TEOM FDMS),-0.8,V ugm-3 (TEOM FDMS),329.4,N deg,2,N ms-1,14.7,N degC
2020-07-19,01:00:00,-1.6,V ugm-3 (TEOM FDMS),0.5,V ugm-3 (TEOM FDMS),261.8,N deg,3,N ms-1,14.8,N degC
2020-07-19,02:00:00,-0.4,V ugm-3 (TEOM FDMS),-2.7,V ugm-3 (TEOM FDMS),262.8,N deg,2.4,N ms-1,14.6,N degC
2020-07-19,03:00:00,0.3,V ugm-3 (TEOM FDMS),-0.7,V ugm-3 (TEOM FDMS),289.1,N deg,2.4,N ms-1,14.4,N degC
2020-07-19,04:00:00,5,V ugm-3 (TEOM FDMS),-0.8,V ugm-3 (TEOM FDMS),41.6,N deg,5.8,N ms-1,13.9,N degC
2020-07-19,05:00:00,5.2,V ugm-3 (TEOM FDMS),1.4,V ugm-3 (TEOM FDMS),32.1,N deg,6.1,N ms-1,13.1,N degC
2020-07-19,06:00:00,7.3,V ugm-3 (TEOM FDMS),1.4,V ugm-3 (TEOM FDMS),39.3,N deg,5.6,N ms-1,13,N degC
2020-07-19,07:00:00,4.7,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),40.1,N deg,5.5,N ms-1,13.7,N degC
2020-07-19,08:00:00,16.9,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS),39.2,N deg,5.5,N ms-1,14.8,N degC
2020-07-19,09:00:00,14.5,V ugm-3 (TEOM FDMS),2.8,V ugm-3 (TEOM FDMS),43.7,N deg,6.4,N ms-1,15.9,N degC
2020-07-19,10:00:00,11.7,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS),43.9,N deg,6.3,N ms-1,16.9,N degC
2020-07-19,11:00:00,6.9,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS),42.6,N deg,5.8,N ms-1,17.8,N degC
2020-07-19,12:00:00,6.2,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS),42.5,N deg,5.1,N ms-1,18.6,N degC
2020-07-19,13:00:00,8,V ugm-3 (TEOM FDMS),4.9,V ugm-3 (TEOM FDMS),45.4,N deg,4.5,N ms-1,19,N degC
2020-07-19,14:00:00,4.3,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),44.9,N deg,4.1,N ms-1,19.3,N degC
2020-07-19,15:00:00,3.9,V ugm-3 (TEOM FDMS),5.6,V ugm-3 (TEOM FDMS),40.9,N deg,3.9,N ms-1,19.4,N degC
2020-07-19,16:00:00,6.2,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),32.5,N deg,4.2,N ms-1,19.1,N degC
2020-07-19,17:00:00,7.5,V ugm-3 (TEOM FDMS),3.9,V ugm-3 (TEOM FDMS),29.3,N deg,3.4,N ms-1,18.9,N degC
2020-07-19,18:00:00,10.6,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS),57.7,N deg,4.2,N ms-1,18,N degC
2020-07-19,19:00:00,6.8,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),58,N deg,3.9,N ms-1,16.8,N degC
2020-07-19,20:00:00,7.3,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS),43.4,N deg,3.5,N ms-1,15,N degC
2020-07-19,21:00:00,6.4,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS),36.3,N deg,4,N ms-1,13.7,N degC
2020-07-19,22:00:00,12.4,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),28.3,N deg,4,N ms-1,12.3,N degC
2020-07-19,23:00:00,0.3,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),32,N deg,4,N ms-1,11.4,N degC
2020-07-19,24:00:00,10.3,V ugm-3 (TEOM FDMS),2.5,V ugm-3 (TEOM FDMS),31.1,N deg,3.8,N ms-1,10.4,N degC
2020-07-20,01:00:00,3.2,V ugm-3 (TEOM FDMS),2.6,V ugm-3 (TEOM FDMS),12.1,N deg,3.2,N ms-1,7.7,N degC
2020-07-20,02:00:00,7.4,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS),12,N deg,3.1,N ms-1,7.2,N degC
2020-07-20,03:00:00,1.7,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),9,N deg,3.1,N ms-1,6.9,N degC
2020-07-20,04:00:00,6.7,V ugm-3 (TEOM FDMS),2.6,V ugm-3 (TEOM FDMS),9.5,N deg,3.2,N ms-1,6.7,N degC
2020-07-20,05:00:00,4.4,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS),14.1,N deg,3.2,N ms-1,6.7,N degC
2020-07-20,06:00:00,0,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),15.6,N deg,3,N ms-1,8.3,N degC
2020-07-20,07:00:00,4.6,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),22.9,N deg,2.5,N ms-1,10.9,N degC
2020-07-20,08:00:00,3.7,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS),44,N deg,2.8,N ms-1,13.8,N degC
2020-07-20,09:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),54.5,N deg,2.6,N ms-1,15.5,N degC
2020-07-20,10:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),72.6,N deg,2.3,N ms-1,16.3,N degC
2020-07-20,11:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),64.5,N deg,1.9,N ms-1,17.4,N degC
2020-07-20,12:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),48.5,N deg,1.4,N ms-1,18.1,N degC
2020-07-20,13:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),11.9,N deg,0.7,N ms-1,18.5,N degC
2020-07-20,14:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),271.3,N deg,0.8,N ms-1,18.6,N degC
2020-07-20,15:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),297.6,N deg,1.1,N ms-1,18.9,N degC
2020-07-20,16:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),341.5,N deg,1.7,N ms-1,19.2,N degC
2020-07-20,17:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),4.6,N deg,3.2,N ms-1,19,N degC
2020-07-20,18:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),3.7,N deg,3.9,N ms-1,18.1,N degC
2020-07-20,19:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),346.1,N deg,3.1,N ms-1,16.9,N degC
2020-07-20,20:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),338.7,N deg,3.6,N ms-1,14.5,N degC
2020-07-20,21:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),346.5,N deg,3.7,N ms-1,12.8,N degC
2020-07-20,22:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),356.2,N deg,3.9,N ms-1,11.5,N degC
2020-07-20,23:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),1.3,N deg,3.9,N ms-1,10.6,N degC
2020-07-20,24:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),7,N deg,3.5,N ms-1,9.8,N degC
2020-07-21,01:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),8.4,N deg,3.2,N ms-1,8.6,N degC
2020-07-21,02:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),15.9,N deg,3.2,N ms-1,8.2,N degC
2020-07-21,03:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),20.4,N deg,3,N ms-1,7.8,N degC
2020-07-21,04:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),31.8,N deg,2.3,N ms-1,7.6,N degC
2020-07-21,05:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),52,N deg,1.9,N ms-1,7.8,N degC
2020-07-21,06:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),68.9,N deg,1.4,N ms-1,9.1,N degC
2020-07-21,07:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),87.2,N deg,1.4,N ms-1,11.8,N degC
2020-07-21,08:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),115,N deg,1.9,N ms-1,13.5,N degC
2020-07-21,09:00:00,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),126.7,N deg,2,N ms-1,14.8,N degC
2020-07-21,10:00:00,No data,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS),130.9,N deg,1.4,N ms-1,15.7,N degC
2020-07-21,11:00:00,4.2,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS),131.1,N deg,0.8,N ms-1,16.9,N degC
2020-07-21,12:00:00,10.7,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS),131.4,N deg,0.9,N ms-1,17.9,N degC
2020-07-21,13:00:00,6.7,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),163.1,N deg,1,N ms-1,18.5,N degC
2020-07-21,14:00:00,6.6,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),202.4,N deg,1.4,N ms-1,18.7,N degC
2020-07-21,15:00:00,5,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS),233.2,N deg,1.6,N ms-1,18.8,N degC
2020-07-21,16:00:00,5,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS),263.1,N deg,1.3,N ms-1,18.7,N degC
2020-07-21,17:00:00,5.8,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS),273.4,N deg,1.4,N ms-1,18.7,N degC
2020-07-21,18:00:00,5.8,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS),282.7,N deg,2.2,N ms-1,18.2,N degC
2020-07-21,19:00:00,5.7,V ugm-3 (TEOM FDMS),4.9,V ugm-3 (TEOM FDMS),296.1,N deg,2.8,N ms-1,17,N degC
2020-07-21,20:00:00,2.5,V ugm-3 (TEOM FDMS),5.6,V ugm-3 (TEOM FDMS),303.4,N deg,2.9,N ms-1,14.9,N degC
2020-07-21,21:00:00,10.7,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS),304.3,N deg,2.7,N ms-1,13.5,N degC
2020-07-21,22:00:00,8.6,V ugm-3 (TEOM FDMS),8.2,V ugm-3 (TEOM FDMS),302,N deg,2.6,N ms-1,12.4,N degC
2020-07-21,23:00:00,0.5,V ugm-3 (TEOM FDMS),8.6,V ugm-3 (TEOM FDMS),309,N deg,2.7,N ms-1,11.6,N degC
2020-07-21,24:00:00,8.6,V ugm-3 (TEOM FDMS),6.2,V ugm-3 (TEOM FDMS),316.6,N deg,2.5,N ms-1,10.8,N degC
2020-07-22,01:00:00,9.7,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS),322.1,N deg,2.6,N ms-1,8.8,N degC
2020-07-22,02:00:00,8.5,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS),323.4,N deg,2.2,N ms-1,8.4,N degC
2020-07-22,03:00:00,11.2,V ugm-3 (TEOM FDMS),7.4,V ugm-3 (TEOM FDMS),302.5,N deg,1.9,N ms-1,8,N degC
2020-07-22,04:00:00,9.8,V ugm-3 (TEOM FDMS),7.3,V ugm-3 (TEOM FDMS),320.2,N deg,2,N ms-1,7.4,N degC
2020-07-22,05:00:00,5.6,V ugm-3 (TEOM FDMS),7.2,V ugm-3 (TEOM FDMS),337.3,N deg,1.8,N ms-1,7.1,N degC
2020-07-22,06:00:00,4.7,V ugm-3 (TEOM FDMS),6.5,V ugm-3 (TEOM FDMS),351.1,N deg,0.8,N ms-1,8.7,N degC
2020-07-22,07:00:00,5.9,V ugm-3 (TEOM FDMS),8.6,V ugm-3 (TEOM FDMS),286.4,N deg,0.2,N ms-1,11.4,N degC
2020-07-22,08:00:00,6.4,V ugm-3 (TEOM FDMS),8.9,V ugm-3 (TEOM FDMS),222.1,N deg,0.8,N ms-1,13.4,N degC
2020-07-22,09:00:00,2.6,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS),223.1,N deg,2.1,N ms-1,16.1,N degC
2020-07-22,10:00:00,8.3,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS),229.9,N deg,3.5,N ms-1,17.7,N degC
2020-07-22,11:00:00,4.5,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),242.3,N deg,4,N ms-1,18.5,N degC
2020-07-22,12:00:00,6.3,V ugm-3 (TEOM FDMS),7.1,V ugm-3 (TEOM FDMS),256.6,N deg,4.7,N ms-1,19.1,N degC
2020-07-22,13:00:00,7.9,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS),262.5,N deg,5.1,N ms-1,19.4,N degC
2020-07-22,14:00:00,7.7,V ugm-3 (TEOM FDMS),3.9,V ugm-3 (TEOM FDMS),265.5,N deg,5.5,N ms-1,19.4,N degC
2020-07-22,15:00:00,5.9,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS),281,N deg,5.8,N ms-1,18.8,N degC
2020-07-22,16:00:00,7.7,V ugm-3 (TEOM FDMS),7.1,V ugm-3 (TEOM FDMS),284.4,N deg,5.7,N ms-1,17.3,N degC
2020-07-22,17:00:00,8.2,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS),283.6,N deg,5.1,N ms-1,16.4,N degC
2020-07-22,18:00:00,4.3,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS),276.6,N deg,4.8,N ms-1,16.5,N degC
2020-07-22,19:00:00,5.4,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS),269,N deg,4.7,N ms-1,15.4,N degC
2020-07-22,20:00:00,16.7,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),263.2,N deg,3.4,N ms-1,13.9,N degC
2020-07-22,21:00:00,0.7,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),259.9,N deg,3.3,N ms-1,12.9,N degC
2020-07-22,22:00:00,15.1,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),261.6,N deg,3.3,N ms-1,12.3,N degC
2020-07-22,23:00:00,18.1,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),267.4,N deg,2.8,N ms-1,12.3,N degC
2020-07-22,24:00:00,6.8,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),258.6,N deg,2.8,N ms-1,12.5,N degC
2020-07-23,01:00:00,No data,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS),258.6,N deg,3.1,N ms-1,10.9,N degC
2020-07-23,02:00:00,4.7,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS),255.5,N deg,2.6,N ms-1,10.6,N degC
2020-07-23,03:00:00,10.5,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),257.3,N deg,2.3,N ms-1,11,N degC
2020-07-23,04:00:00,5.3,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),243.1,N deg,2.4,N ms-1,11.2,N degC
2020-07-23,05:00:00,0.9,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),249.5,N deg,2.4,N ms-1,11.5,N degC
2020-07-23,06:00:00,7.8,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS),246.1,N deg,3.1,N ms-1,12,N degC
2020-07-23,07:00:00,3.4,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),254.8,N deg,3.6,N ms-1,12.9,N degC
2020-07-23,08:00:00,1.5,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),250.5,N deg,3.8,N ms-1,14,N degC
2020-07-23,09:00:00,3.4,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS),256.3,N deg,4.3,N ms-1,15.4,N degC
2020-07-23,10:00:00,4.2,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS),255.3,N deg,5.7,N ms-1,16.6,N degC
2020-07-23,11:00:00,4.9,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS),252,N deg,5.6,N ms-1,16.8,N degC
2020-07-23,12:00:00,4.2,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS),254.6,N deg,4.9,N ms-1,16.2,N degC
2020-07-23,13:00:00,0,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),239.3,N deg,5.3,N ms-1,16.5,N degC
2020-07-23,14:00:00,3.6,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),246.7,N deg,3.7,N ms-1,16.2,N degC
