date, pm25, pm10, o3, no2, so2, co
2021/7/1, 56, 14, 27, 3, 1, 
2021/7/2, 44, 10, 24, 3, 1, 
2021/7/3, 32, 6, 16, 2, , 
2021/7/4, 15, 12, 21, 3, , 
2021/7/5, 22, 9, 19, 2, , 
2021/7/6, 19, 9, 23, 3, 1, 
2021/7/7, 21, 11, 23, 2, 1, 
2021/7/8, 27, 9, 18, 2, , 
2021/7/9, 24, 6, 21, 3, , 
2021/7/10, 18, 7, 16, 3, , 
2021/7/11, 22, 10, 15, 4, , 
2021/7/12, 34, 10, 21, 3, , 
2021/7/13, 32, 7, 21, 1, , 
2021/7/14, 26, 10, 25, 2, , 
2021/7/15, 23, , 35, 6, , 
2021/7/19, 48, 18, 32, 5, , 
2021/7/20, 54, 21, 37, 6, , 
2021/7/21, 51, 26, 51, 5, , 
2021/7/22, 57, 24, 34, 4, , 
2021/7/23, 55, , , , , 
2021/6/1, 47, 18, 40, 6, 1, 
2021/6/2, 51, 15, 32, 1, 1, 
2021/6/3, 37, 9, 26, 3, 1, 
2021/6/4, 22, 25, 15, 4, 1, 
2021/6/5, 67, 7, 23, 1, 1, 
2021/6/6, 21, 10, 24, 1, 1, 
2021/6/7, 26, 11, 28, 2, 1, 
2021/6/8, 28, 9, 15, 3, 1, 
2021/6/9, 32, 6, 10, 1, , 
2021/6/10, 14, 6, 17, , , 
2021/6/11, 18, 15, 22, , , 
2021/6/12, 49, 12, 33, , , 
2021/6/13, 35, 14, 19, , 1, 
2021/6/14, 39, 12, 32, , 1, 
2021/6/15, 30, 12, 22, 2, 1, 
2021/6/16, 30, 13, 23, 4, , 
2021/6/17, 33, 10, 24, 3, , 
2021/6/18, 23, 8, 22, 3, 1, 
2021/6/19, 24, 8, 19, 2, , 
2021/6/20, 21, 9, 23, 3, 1, 
2021/6/21, 24, 9, 25, 2, , 
2021/6/22, 33, 14, 26, 4, 1, 
2021/6/23, 47, 10, 24, 3, 1, 
2021/6/24, 39, 8, 17, 2, 1, 
2021/6/25, 21, 9, 31, 3, 1, 
2021/6/26, 25, 9, 25, 2, 1, 
2021/6/27, 33, 8, 22, 3, 1, 
2021/6/28, 24, 13, 20, 4, 1, 
2021/6/29, 42, 18, 28, 6, 1, 
2021/6/30, 54, 18, 25, 3, 1, 
2021/5/1, 52, 11, 35, 5, , 
2021/5/2, 43, 9, 35, 3, , 
2021/5/3, 25, 9, 31, 1, , 
2021/5/4, 23, 5, 26, 4, , 
2021/5/5, 19, 5, 29, 5, , 
2021/5/6, 21, 9, 32, 4, , 
2021/5/7, 26, 6, 29, 4, , 
2021/5/8, 16, 8, 28, 3, , 
2021/5/9, 19, 11, 28, 4, , 
2021/5/10, 28, 9, 32, 4, , 
2021/5/11, 24, 8, 29, 4, , 
2021/5/12, 24, 8, 27, 6, , 
2021/5/13, 28, 10, 33, 5, , 
2021/5/14, 36, 13, 30, 1, , 
2021/5/15, 33, 8, 28, 2, , 
2021/5/16, 17, 10, 29, 3, , 
2021/5/17, 31, 9, 29, 2, , 
2021/5/18, 21, 7, 30, 1, , 
2021/5/19, 17, 13, 30, 3, , 
2021/5/20, 24, 13, 29, 1, , 
2021/5/21, 33, 9, 31, 2, , 
2021/5/22, 26, 6, 34, 2, , 
2021/5/23, 18, 8, 30, 2, , 
2021/5/24, 14, 9, 27, 3, , 
2021/5/25, 27, 8, 29, 2, , 
2021/5/26, 23, 10, 35, 5, 1, 
2021/5/27, 30, 12, 31, 5, 1, 
2021/5/28, 38, 15, 37, 5, 1, 
2021/5/29, 49, 12, 39, 3, 1, 
2021/5/30, 41, 15, 41, 4, 1, 
2021/5/31, 51, 16, 47, 6, 2, 
2021/4/1, 60, 11, 30, 4, , 
2021/4/2, 34, 18, 31, 3, , 
2021/4/3, 49, 24, 35, 5, 1, 
2021/4/4, 72, 8, 33, 1, , 
2021/4/5, 25, 6, 29, 1, , 
2021/4/6, 16, 7, 30, 5, , 
2021/4/7, 21, 8, 29, 4, , 
2021/4/8, 24, 5, 27, 5, 1, 
2021/4/9, 15, 8, 29, 2, , 
2021/4/10, 30, 9, 30, 2, 1, 
2021/4/11, 32, 7, 27, 6, 1, 
2021/4/12, 23, 11, 27, 7, 1, 
2021/4/13, 41, 15, 26, 7, 1, 
2021/4/14, 53, 11, 33, 6, , 
2021/4/15, 30, 11, 32, 7, , 
2021/4/16, 38, 15, 36, 8, , 
2021/4/17, 54, 19, 40, 6, , 
2021/4/18, 63, 22, 42, 9, , 
2021/4/19, 64, 25, 39, 10, , 
2021/4/20, 65, 27, 36, 6, , 
2021/4/21, 72, 17, 30, 5, , 
2021/4/22, 38, 17, 32, 6, , 
2021/4/23, 41, 17, 41, 6, , 
2021/4/24, 43, 11, 35, 2, , 
2021/4/25, 35, 12, 34, 4, , 
2021/4/26, 38, 17, 34, 7, , 
2021/4/27, 48, 15, 29, 7, , 
2021/4/28, 59, 12, 31, 7, , 
2021/4/29, 45, 10, 32, 5, , 
2021/4/30, 44, 13, 32, 6, , 
2021/3/2, 58, 29, 15, 10, 1, 
2021/3/3, 92, 38, 6, 12, 2, 
2021/3/4, 117, 23, 16, 14, 3, 
2021/3/5, 79, 10, 29, 7, 3, 
2021/3/6, 21, 11, 31, 8, 4, 
2021/3/7, 30, 19, 24, 14, 4, 
2021/3/8, 61, 21, 26, 12, 5, 
2021/3/9, 62, 16, 28, 11, 3, 
2021/3/10, 48, 10, 30, 7, , 
2021/3/11, 31, 19, 31, 3, 1, 
2021/3/12, 36, 12, 35, 3, 1, 
2021/3/13, 23, 13, 34, 2, 1, 
2021/3/14, 30, 14, 31, 3, 2, 
2021/3/15, 36, 12, 28, 5, 2, 
2021/3/16, 39, 8, 26, 6, 2, 
2021/3/17, 32, 19, 17, 13, 1, 
2021/3/18, 48, 16, 23, 11, , 
2021/3/19, 44, 6, 22, 6, , 
2021/3/20, 26, 11, 22, 6, , 
2021/3/21, 35, 8, 25, 5, , 
2021/3/22, 30, 14, 25, 9, , 
2021/3/23, 44, 15, 31, 6, , 
2021/3/24, 47, 15, 31, 4, , 
2021/3/25, 37, 10, 32, 4, , 
2021/3/26, 21, 9, 33, 2, , 
2021/3/27, 23, 12, 34, 3, , 
2021/3/28, 21, 11, 28, 3, , 
2021/3/29, 27, 20, 31, 9, 1, 
2021/3/30, 56, 32, 29, 13, 1, 
2021/3/31, 72, 25, 23, 8, , 
2021/2/2, 57, 15, 31, 8, 1, 
2021/2/3, 35, 11, 27, 8, 1, 
2021/2/4, 24, 9, 19, 12, , 
2021/2/5, 26, 5, 20, 12, 1, 
2021/2/6, 20, 10, 17, 10, 1, 
2021/2/7, 42, 11, 30, 2, , 
2021/2/8, 32, 5, 31, 4, , 
2021/2/9, 19, 8, 27, 5, , 
2021/2/10, 20, 9, 25, 8, , 
2021/2/11, 30, 18, 24, 7, , 
2021/2/12, 46, 23, 25, 8, , 
2021/2/13, 56, 20, 24, , , 
2021/2/14, 61, 13, 25, , , 
2021/2/15, 43, 9, 26, , 1, 
2021/2/16, 21, 11, 30, , , 
2021/2/17, 24, 10, 28, 8, 2, 
2021/2/18, 26, 14, 31, 6, , 
2021/2/19, 31, 13, 29, 7, 1, 
2021/2/20, 26, 23, 27, 3, 1, 
2021/2/21, 59, 11, 25, 9, , 
2021/2/22, 36, 8, 26, 6, 2, 
2021/2/23, 25, 13, 27, 7, 1, 
2021/2/24, 30, 14, 33, 8, , 
2021/2/25, 37, 13, 31, 7, , 
2021/2/26, 32, 13, 25, 12, , 
2021/2/27, 39, 14, 24, 13, 1, 
2021/2/28, 48, 16, 25, 7, 2, 
2021/3/1, 54, 14, 19, 7, 3, 
2021/1/5, 24, 6, 19, 5, 1, 
2021/1/6, 29, 9, 11, 7, 1, 
2021/1/7, 48, 17, 3, 14, 1, 
2021/1/8, 62, 12, 10, 14, 1, 
2021/1/9, 54, 13, 14, 8, 1, 
2021/1/10, 57, 17, 18, 13, 1, 
2021/1/11, 64, 7, 31, 6, 1, 
2021/1/12, 17, 6, 31, 8, 1, 
2021/1/13, 21, 7, 30, 7, , 
2021/1/14, 23, 1, 29, 3, 1, 
2021/1/15, 5, , 13, 9, 1, 
2021/1/19, 16, 4, 28, 6, 1, 
2021/1/20, 11, 3, 29, 8, 1, 
2021/1/21, 11, 6, 28, 5, , 
2021/1/22, 14, 10, 15, 13, , 
2021/1/23, 33, 12, 18, 15, , 
2021/1/24, 49, 8, 25, 11, , 
2021/1/25, 39, 9, 20, 14, , 
2021/1/26, 33, 7, 17, 17, , 
2021/1/27, 29, 3, 20, 11, , 
2021/1/28, 16, 10, 30, 5, , 
2021/1/29, 27, 17, 32, 4, 1, 
2021/1/30, 37, 5, 28, 5, 1, 
2021/1/31, 22, 8, 19, 7, , 
2021/2/1, 28, 14, 11, 9, , 
2020/10/1, 15, 5, 25, 4, , 
2020/10/2, 12, 3, 26, 2, 3, 
2020/10/3, 12, 7, 22, 3, 3, 
2020/10/4, 18, 10, 19, 5, 2, 
2020/10/5, 21, 8, 21, 3, , 
2020/10/6, 25, 9, 18, 6, 1, 
2020/10/7, 19, 5, 19, 3, 1, 
2020/10/8, 14, 8, 21, 6, 1, 
2020/10/9, 22, 8, 21, 3, 1, 
2020/10/10, 22, 6, 19, 3, , 
2020/10/11, 15, 6, 19, 7, 1, 
2020/10/12, 14, 5, 14, 5, 1, 
2020/10/13, 14, 12, 20, 5, 1, 
2020/10/14, 31, , 19, 7, 2, 
2020/10/19, 33, 15, 21, 7, 2, 
2020/10/20, 23, 13, 20, 7, 3, 
2020/10/21, 32, 10, 22, 5, 3, 
2020/10/22, 21, 11, 22, 6, 3, 
2020/10/23, 18, 8, 25, 3, 3, 
2020/10/24, 16, 9, 25, 2, , 
2020/10/26, 15, 12, 22, 5, 3, 
2020/10/27, 22, 13, 26, 4, 3, 
2020/10/28, 22, 12, 26, 2, , 
2020/10/29, 16, 13, 28, 5, , 
2020/10/30, 19, 7, 26, 4, , 
2020/10/31, 13, 15, 29, 2, , 
2020/11/1, 34, 17, 29, 2, 1, 
2020/11/2, 29, 15, 29, 3, 1, 
2020/11/3, 29, 15, 25, 10, 1, 
2020/11/4, 31, 13, 11, 14, 1, 
2020/11/5, 37, 27, 12, 14, 1, 
2020/11/6, 68, 32, 11, 13, 1, 
2020/11/7, 89, 33, 6, 11, 1, 
2020/11/8, 84, 26, 15, 12, , 
2020/11/9, 77, 18, 19, 8, 1, 
2020/11/10, 41, 10, 17, 11, 1, 
2020/11/11, 22, 12, 30, 7, 1, 
2020/11/12, 15, 15, 26, 8, 2, 
2020/11/13, 21, 16, 28, 8, 2, 
2020/11/14, 27, 11, 22, 7, 2, 
2020/11/15, 25, , 29, 3, , 
2020/11/16, 21, 16, 29, 5, 2, 
2020/11/17, 29, 9, 29, 6, 2, 
2020/11/18, 18, 16, 32, 5, 3, 
2020/11/19, 25, 11, 28, 6, 3, 
2020/11/20, 27, 10, 26, 10, , 
2020/11/21, 21, 9, 29, 3, , 
2020/11/22, 20, 15, 18, 9, , 
2020/11/23, 34, 10, 26, 11, , 
2020/11/24, 31, 14, 24, 9, , 
2020/11/25, 34, 11, 22, 10, 1, 
2020/11/26, 32, 17, 2, 17, , 
2020/11/27, 51, 15, 3, 14, , 
2020/11/28, 56, 25, 2, 13, , 
2020/11/29, 78, 31, 10, 10, , 
2020/11/30, 93, 17, 20, 11, , 
2020/12/1, 52, 12, 14, 15, , 
2020/12/2, 25, 14, 15, 14, , 
2020/12/3, 35, 5, 20, 13, , 
2020/12/4, 18, 7, 19, 9, , 
2020/12/5, 21, 7, 17, 10, 1, 
2020/12/6, 28, 13, 8, 14, 1, 
2020/12/7, 45, 16, 4, 14, 1, 
2020/12/8, 61, 9, 15, 13, 1, 
2020/12/9, 32, 12, 17, 12, 1, 
2020/12/10, 35, 8, 22, 10, 1, 
2020/12/11, 17, 13, 19, 14, 1, 
2020/12/12, 39, 10, 16, 10, 1, 
2020/12/13, 33, 10, 23, 9, 1, 
2020/12/14, 27, 16, 27, 13, 1, 
2020/12/15, 35, 11, 24, 13, 1, 
2020/12/16, 23, 12, 26, 12, 2, 
2020/12/17, 27, 9, 21, 10, , 
2020/12/18, 20, 5, 25, 7, , 
2020/12/19, 13, 11, 26, 5, , 
2020/12/20, 33, 8, 26, 7, , 
2020/12/21, 18, 4, 28, 6, 1, 
2020/12/22, 14, 7, 20, 12, , 
2020/12/23, 20, 8, 26, 9, , 
2020/12/24, 24, 3, 24, 4, , 
2020/12/25, 19, 7, 23, 6, , 
2020/12/26, 27, 6, 30, 5, , 
2020/12/27, 15, 10, 29, 6, , 
2020/12/28, 19, 6, 19, 10, 1, 
2020/12/29, 24, 4, 18, 8, , 
2020/12/30, 22, 11, 14, 14, 1, 
2020/12/31, 36, 13, 12, 14, 1, 
2021/1/1, 45, 10, 11, 11, , 
2021/1/2, 42, 6, 14, 11, , 
2021/1/3, 25, 6, 18, 5, , 
2021/1/4, 30, 7, 17, 5, , 
2020/7/1, 11, 9, 21, 1, 2, 
2020/7/2, 15, 9, 19, 2, 2, 
2020/7/3, 13, 5, 12, 1, 3, 
2020/7/4, 11, 12, 21, , 2, 
2020/7/5, 24, 9, 22, 1, , 
2020/7/6, 17, 10, 18, 3, , 
2020/7/7, 15, , 12, 1, , 
2020/7/13, 14, 10, 18, 2, , 
2020/7/14, 22, 9, 15, 2, , 
2020/7/15, 19, 6, 15, 2, , 
2020/7/16, 20, 9, 13, 1, , 
2020/7/17, 22, 7, 13, , , 
2020/7/18, 12, 7, 22, 1, , 
2020/7/19, 16, 5, 15, 3, , 
2020/7/20, 11, 6, 27, 3, , 
2020/7/21, 20, 7, 26, 3, , 
2020/7/22, 23, 5, 17, 2, , 
2020/7/23, 13, 5, 14, , , 
2020/7/24, 12, 5, 14, , , 
2020/7/25, 14, 8, 14, , , 
2020/7/26, 16, 8, 17, 1, , 
2020/7/27, 16, 9, 20, 1, , 
2020/7/28, 13, 7, 21, 2, , 
2020/7/29, 18, 7, 30, 4, , 
2020/7/30, 17, 12, 32, 6, , 
2020/7/31, 32, 7, 21, 1, , 
2020/8/1, 16, 5, 20, 1, , 
2020/8/2, 12, 4, 19, 1, , 
2020/8/3, 9, 6, 17, 3, , 
2020/8/4, 13, 5, 19, 2, , 
2020/8/5, 10, 5, 13, 4, , 
2020/8/6, 15, 10, 15, 6, , 
2020/8/7, 27, 11, 23, 1, , 
2020/8/8, 35, 14, 29, 1, , 
2020/8/9, 44, 24, 22, 3, , 
2020/8/10, 67, 26, 36, 4, , 
2020/8/11, 72, 23, 41, 4, , 
2020/8/12, 66, 20, 35, 4, , 
2020/8/13, 59, 23, 21, 5, , 
2020/8/14, 72, 20, 20, 6, , 
2020/8/15, 61, 8, 19, 5, , 
2020/8/16, 25, 8, 28, 4, , 
2020/8/17, 25, 4, 17, 3, , 
2020/8/18, 10, 6, 15, 4, 1, 
2020/8/19, 13, 14, 24, 4, , 
2020/8/20, 25, 11, 27, 2, 1, 
2020/8/21, 20, 9, 23, 1, 1, 
2020/8/22, 19, 8, 22, 1, 1, 
2020/8/23, 17, 6, 17, 4, 1, 
2020/8/24, 16, 9, 24, 1, 1, 
2020/8/25, 19, 8, 19, 3, 2, 
2020/8/26, 16, 9, 14, 9, 2, 
2020/8/27, 23, 4, 20, 5, , 
2020/8/28, 12, 4, 20, 5, , 
2020/8/29, 10, 5, 25, 5, , 
2020/8/30, 15, 8, 29, 9, 2, 
2020/8/31, 28, 10, 29, 12, 2, 
2020/9/1, 32, 10, 22, 13, 3, 
2020/9/2, 34, 6, 19, 3, 3, 
2020/9/3, 15, 14, 21, 7, 3, 
2020/9/4, 32, 10, 20, 4, 3, 
2020/9/5, 23, 9, 16, 5, 3, 
2020/9/6, 22, 8, 19, 5, 3, 
2020/9/7, 18, 4, 21, 2, 4, 
2020/9/8, 10, 7, 22, 2, 3, 
2020/9/9, 13, 6, 24, 4, 1, 
2020/9/10, 14, , 20, , , 
2020/9/11, 18, , 21, , , 
2020/9/12, 14, , 16, , , 
2020/9/13, 9, 21, 28, 13, , 
2020/9/14, 28, 19, 24, 11, , 
2020/9/15, 49, 23, 36, 7, , 
2020/9/16, 65, 17, 23, 4, , 
2020/9/17, 27, 16, 27, 5, , 
2020/9/18, 24, 18, 32, 3, , 
2020/9/19, 32, 17, 29, 3, 1, 
2020/9/20, 42, 24, 30, 9, 1, 
2020/9/21, 45, 26, 29, 8, 1, 
2020/9/22, 63, 6, 26, 4, 1, 
2020/9/23, 17, 8, 25, 5, , 
2020/9/24, 18, 6, 22, 3, 1, 
2020/9/25, 13, 7, 21, 4, 1, 
2020/9/29, 26, 8, 18, 7, 2, 
2020/9/30, 16, 7, 25, 5, 3, 
2020/4/1, 34, 13, 27, 3, 1, 
2020/4/2, 26, 9, 31, 2, 1, 
2020/4/3, 24, 14, 34, 2, 1, 
2020/4/4, 37, 16, 34, 2, 1, 
2020/4/5, 40, 15, 31, 2, 1, 
2020/4/6, 27, 15, 35, 4, 1, 
2020/4/7, 34, 17, 39, 7, 1, 
2020/4/8, 43, 31, 50, 7, 1, 
2020/4/9, 74, 31, 48, 4, 1, 
2020/4/10, 77, 35, 47, 6, 1, 
2020/4/11, 83, 33, 38, 3, 1, 
2020/4/12, 82, 13, 33, 1, 1, 
2020/4/13, 26, 15, 36, 3, , 
2020/4/14, 31, 21, 39, 4, 1, 
2020/4/15, 52, 31, 39, 6, 1, 
2020/4/16, 71, 25, 23, 5, 1, 
2020/4/17, 62, 6, 23, 1, 1, 
2020/4/18, 20, 16, 38, 1, 1, 
2020/4/19, 46, 15, 37, 1, 1, 
2020/4/20, 31, 19, 38, 2, , 
2020/4/21, 35, 25, 41, 2, 2, 
2020/4/22, 49, 45, 45, 2, 2, 
2020/4/23, 59, 31, 55, 3, 2, 
2020/4/24, 70, 28, 43, 3, 2, 
2020/4/25, 70, 24, 38, 2, 2, 
2020/4/26, 63, 22, 31, 2, 2, 
2020/4/27, 59, 10, 24, 4, 2, 
2020/4/28, 32, 10, 30, 4, 2, 
2020/4/29, 30, 6, 32, 5, 2, 
2020/4/30, 18, 10, 31, 4, 3, 
2020/5/1, 24, 6, 29, 4, 3, 
2020/5/2, 21, 9, 33, 4, 3, 
2020/5/3, 31, 16, 36, 4, , 
2020/5/4, 48, 12, 34, 3, 2, 
2020/5/5, 27, 16, 42, 4, 2, 
2020/5/6, 35, 21, 38, 6, 3, 
2020/5/7, 58, 19, 42, 7, 2, 
2020/5/8, 53, 17, 45, 5, 3, 
2020/5/9, 47, 12, 30, 1, 3, 
2020/5/10, 24, 9, 30, 2, 3, 
2020/5/11, 15, 10, 31, 6, 3, 
2020/5/12, 21, 8, 31, 4, 3, 
2020/5/13, 18, 10, 35, 3, 3, 
2020/5/14, 19, 9, 33, 4, 3, 
2020/5/15, 23, 8, 33, 3, 3, 
2020/5/16, 18, 9, 30, 2, 3, 
2020/5/17, 22, 10, 32, 2, 3, 
2020/5/18, 23, 7, 28, 2, 3, 
2020/5/19, 19, 11, 38, 3, 1, 
2020/5/20, 30, 12, 34, 3, 13, 
2020/5/21, 36, 20, 29, 2, , 
2020/5/22, 39, 19, 28, 1, , 
2020/5/23, 31, 18, 27, , , 
2020/5/24, 34, 14, 29, 2, 1, 
2020/5/25, 31, 10, 23, 2, 1, 
2020/5/26, 23, 10, 33, 1, 1, 
2020/5/27, 27, 14, 41, 1, 1, 
2020/5/28, 31, 14, 47, 3, 1, 
2020/5/29, 24, 14, 54, 3, 1, 
2020/5/30, 37, 14, 51, 1, 1, 
2020/5/31, 36, 11, 42, 1, 1, 
2020/6/1, 24, 15, 44, 3, 1, 
2020/6/2, 39, 10, 33, 3, , 
2020/6/3, 33, 6, 26, 2, 1, 
2020/6/4, 15, 4, 29, 2, 1, 
2020/6/5, 13, 6, 21, 2, 2, 
2020/6/6, 13, 8, 26, 3, 1, 
2020/6/7, 17, 9, 26, 3, 2, 
2020/6/8, 27, 11, 28, 3, 2, 
2020/6/9, 27, 9, 25, 3, 2, 
2020/6/10, 17, 8, 30, 2, 1, 
2020/6/11, 24, 10, 30, 2, , 
2020/6/12, 34, 8, 26, 2, , 
2020/6/13, 22, 6, 29, 2, , 
2020/6/14, 18, 7, 28, 3, , 
2020/6/15, 23, 9, 29, 4, , 
2020/6/16, 26, 12, 31, 5, , 
2020/6/17, 29, 11, 19, 6, 1, 
2020/6/18, 29, 7, 23, 3, , 
2020/6/19, 14, 7, 24, 2, , 
2020/6/20, 15, 17, 21, , 1, 
2020/6/21, 33, 14, 24, 3, , 
2020/6/22, 26, 12, 33, 2, 1, 
2020/6/23, 29, 17, 57, 6, 1, 
2020/6/24, 45, 18, 54, 5, 1, 
2020/6/25, 50, 14, 37, 2, 1, 
2020/6/26, 37, 7, 22, , 1, 
2020/6/27, 14, 11, 23, , 2, 
2020/6/28, 16, 12, 23, , 1, 
2020/6/29, 18, 8, 21, 2, 1, 
2020/6/30, 12, 6, 22, 1, 2, 
2020/1/2, 43, 11, 18, 12, 4, 
2020/1/3, 42, 41, 24, 11, 4, 
2020/1/4, 41, 28, 19, 13, 4, 
2020/1/5, 36, 10, 25, 6, 4, 
2020/1/6, 15, 18, 23, 8, 4, 
2020/1/7, 25, 16, 23, 9, 5, 
2020/1/8, 26, 29, 24, 11, 5, 
2020/1/9, 41, 11, 21, 13, 5, 
2020/1/10, 25, 14, 18, 13, 5, 
2020/1/11, 24, 9, 25, 4, 5, 
2020/1/12, 13, 11, 27, 4, 5, 
2020/1/13, 11, 11, 27, 9, 5, 
2020/1/14, 13, 12, 27, 7, 6, 
2020/1/15, 16, 6, 26, 9, 6, 
2020/1/16, 9, , 22, 8, 6, 
2020/1/21, 58, 15, 3, 23, 7, 
2020/1/22, 41, 22, , 16, , 
2020/1/23, 60, 18, 13, 11, , 
2020/1/24, 63, 9, 13, 12, , 
2020/1/25, 32, 25, 12, 10, 1, 
2020/1/26, 65, 12, 21, 7, 1, 
2020/1/27, 31, 6, 29, 10, 1, 
2020/1/28, 13, 10, 27, 10, 2, 
2020/1/29, 18, 18, 26, 8, 2, 
2020/1/30, 25, 6, 27, 7, 2, 
2020/1/31, 14, 4, 23, 9, 2, 
2020/2/1, 14, 25, 29, 3, 2, 
2020/2/2, 37, 22, 31, 2, 2, 
2020/2/3, 38, 21, 31, 6, 3, 
2020/2/4, 36, 13, 27, 5, 2, 
2020/2/5, 19, 22, 12, 17, 2, 
2020/2/6, 38, 24, 14, 15, 2, 
2020/2/7, 62, 23, 24, 10, 2, 
2020/2/8, 58, 16, 28, 5, 3, 
2020/2/9, 25, 19, 30, 1, 3, 
2020/2/10, 34, 18, 32, 3, 3, 
2020/2/11, 24, 19, 30, 5, 3, 
2020/2/12, 23, 14, 27, 8, 4, 
2020/2/13, 19, 11, 32, 6, 4, 
2020/2/18, 12, 14, 29, 4, 4, 
2020/2/19, 14, 12, 31, 8, 4, 
2020/2/20, 14, 7, 31, 4, 5, 
2020/2/21, 13, 21, 29, 6, 3, 
2020/2/22, 25, 21, 30, 4, 1, 
2020/2/23, 33, 7, 25, 6, 2, 
2020/2/24, 15, 9, 26, 6, 2, 
2020/2/25, 14, 9, 27, 10, 3, 
2020/2/26, 12, 10, 28, 9, 2, 
2020/2/27, 15, 8, 28, 12, 2, 
2020/2/28, 26, 8, 23, 13, 2, 
2020/2/29, 18, 12, 32, 5, 3, 
2020/3/1, 19, 11, 30, 8, 3, 
2020/3/2, 14, 7, 27, 11, 3, 
2020/3/3, 14, 16, 22, 12, 2, 
2020/3/4, 24, 10, 20, 15, 2, 
2020/3/5, 20, 14, 20, 12, 2, 
2020/3/6, 41, 16, 22, 16, 2, 
2020/3/7, 41, 20, 29, 13, 2, 
2020/3/8, 37, 13, 33, 4, 2, 
2020/3/9, 17, 15, 30, 7, 3, 
2020/3/10, 24, 6, 31, 5, 3, 
2020/3/11, 10, 10, 35, 6, 3, 
2020/3/12, 16, 17, 30, 5, 3, 
2020/3/13, 23, 17, 29, 8, 3, 
2020/3/14, 25, 7, 27, 9, 3, 
2020/3/15, 15, 7, 30, 6, 4, 
2020/3/16, 13, 12, 26, 11, 3, 
2020/3/17, 21, 9, 25, 10, 2, 
2020/3/18, 15, 6, 23, 7, 3, 
2020/3/19, 11, 5, 27, 7, 1, 
2020/3/20, 14, 8, 26, 5, , 
2020/3/21, 16, 10, 27, 2, , 
2020/3/22, 18, 13, 27, 3, , 
2020/3/23, 35, 17, 28, 6, , 
2020/3/24, 46, 24, 30, 9, , 
2020/3/25, 60, 27, 34, 10, , 
2020/3/26, 67, 26, 34, 6, 1, 
2020/3/27, 68, 34, 39, 1, , 
2020/3/28, 80, 19, 39, , , 
2020/3/29, 18, 8, 30, 3, , 
2020/3/30, 16, 10, 33, 2, , 
2020/3/31, 19, 12, 30, 5, , 
2019/10/1, 21, 17, 19, 8, 1, 
2019/10/2, 19, 20, 14, 11, 1, 
2019/10/3, 30, 29, 18, 5, 3, 
2019/10/4, 30, 23, 2, 8, 1, 
2019/10/5, 30, , 18, 4, 1, 
2019/10/6, 20, , 12, 12, 1, 
2019/10/7, 28, , 20, 5, 1, 
2019/10/8, 24, , 18, 10, 1, 
2019/10/9, 20, , 15, 11, 1, 
2019/10/10, 32, , 20, 5, 5, 
2019/10/11, 18, , 20, 8, 4, 
2019/10/12, 21, , 21, 5, 2, 
2019/10/13, 10, , 11, 13, 2, 
2019/10/14, 13, 27, 10, 15, 2, 
2019/10/15, 42, 26, 20, 7, 1, 
2019/10/16, 30, 23, 14, 14, 1, 
2019/10/17, 24, 17, 21, 6, 1, 
2019/10/18, 19, 15, 19, 10, 2, 
2019/10/19, 24, 12, 21, 10, 7, 
2019/10/20, 20, 12, 17, 11, 2, 
2019/10/21, 19, 39, 9, 15, 2, 
2019/10/22, 48, 26, 5, 22, 2, 
2019/10/23, 66, 38, 9, 13, 2, 
2019/10/24, 61, 18, 20, 8, 1, 
2019/10/25, 20, 24, 23, 6, 1, 
2019/10/26, 30, 17, 12, 15, 1, 
2019/10/28, 21, 17, 10, 17, 1, 
2019/10/29, 29, 13, 18, 14, , 
2019/10/30, 18, 20, 18, 15, 1, 
2019/10/31, 33, 27, 6, 19, 1, 
2019/11/5, 21, 17, 13, 14, 1, 
2019/11/6, 33, 26, 13, 16, , 
2019/11/7, 49, 15, 18, 18, , 
2019/11/8, 30, 12, 16, 18, , 
2019/11/9, 22, 23, 9, 23, 1, 
2019/11/10, 38, 11, 21, 11, , 
2019/11/11, 20, 14, 22, 10, , 
2019/11/12, 19, 13, 23, 13, , 
2019/11/13, 16, 14, 17, 16, , 
2019/11/14, 15, 6, 15, 20, , 
2019/11/15, 13, 12, 18, 16, , 
2019/11/16, 17, 21, 15, 20, , 
2019/11/17, 44, 18, 10, 21, , 
2019/11/18, 43, 19, 15, 20, , 
2019/11/19, 33, 25, 7, 25, 1, 
2019/11/20, 56, 20, 19, 17, , 
2019/11/21, 28, 25, 9, 18, , 
2019/11/22, 59, 13, 13, 33, 1, 
2019/11/23, 26, 16, 10, 15, 1, 
2019/11/24, 40, 16, 5, 13, 1, 
2019/11/25, 45, 10, 17, 14, 2, 
2019/11/26, 18, 16, 19, 15, 1, 
2019/11/27, 36, 12, 20, 27, 2, 
2019/11/28, 23, 16, 13, 16, 2, 
2019/11/29, 26, 18, 17, 21, 2, 
2019/12/3, 67, 27, 8, 27, 2, 
2019/12/4, 55, 34, 3, 24, 1, 
2019/12/5, 75, 20, 17, 16, 2, 
2019/12/6, 48, 11, 25, 7, 2, 
2019/12/7, 19, 14, 19, 11, 2, 
2019/12/8, 22, 18, 29, 4, 2, 
2019/12/9, 23, 19, 26, 11, 3, 
2019/12/10, 26, 14, 21, 12, 3, 
2019/12/11, 19, 13, 20, 17, 4, 
