date, pm25, pm10, o3, no2, so2, co
2019/1/27, 24, 10, 26, 5, 3, 2
2019/1/28, 20, 12, 20, 16, 3, 3
2019/1/29, 29, 12, 16, 17, 3, 3
2019/1/30, 32, 16, 16, 22, 3, 4
2019/1/31, 43, 16, 18, 20, 3, 3
2019/2/1, 53, 14, 19, 9, 2, 3
2019/2/2, 51, 10, 21, 13, 2, 3
2019/2/3, 25, 15, 19, 16, 2, 3
2019/2/4, 35, 16, 22, 16, 2, 3
2019/2/5, 34, 12, 14, 14, 2, 4
2019/2/6, 40, 14, 23, 14, 2, 3
2019/2/7, 36, , 29, 6, 3, 3
2019/2/12, 40, 18, 14, 20, 3, 4
2019/2/13, 51, 18, 19, 12, 3, 3
2019/2/14, 45, 31, 12, 19, 3, 3
2019/2/15, 80, 39, 14, 24, 4, 4
2019/2/16, 98, 23, 19, 13, 3, 3
2019/2/17, 63, 32, 25, 13, 3, 3
2019/2/18, 78, 18, 25, 10, 3, 3
2019/2/19, 36, 20, 26, 9, 2, 2
2019/2/20, 30, 21, 23, 12, 1, 1
2019/2/21, 31, 26, 21, 13, 1, 
2019/2/22, 55, 44, 16, 18, 1, 1
2019/2/23, 116, 54, 10, 22, 1, 2
2019/2/24, 144, 54, 14, 20, 1, 2
2019/2/25, 146, 52, 8, 25, 2, 3
2019/2/26, 130, 52, 7, 27, 2, 2
2019/2/27, 118, 57, 15, 24, 2, 2
2019/2/28, 129, 34, 24, 15, 1, 1
2019/3/1, 78, 30, 21, 13, 1, 1
2019/3/2, 69, 17, 28, 7, 1, 
2019/3/3, 36, 16, 32, 6, 1, 
2019/3/4, 28, 13, 28, 9, 1, 
2019/3/5, 17, 17, 29, 10, 1, 
2019/3/6, 26, 15, 30, 10, 1, 
2019/3/7, 32, 13, 29, 8, 1, 
2019/3/8, 20, 29, 21, 14, 1, 
2019/3/9, 34, 27, 31, 8, 1, 
2019/3/10, 44, 20, 31, 6, 1, 
2019/3/11, 40, 21, 29, 9, 1, 
2019/3/12, 28, 14, 31, 8, 1, 1
2019/3/13, 25, 30, 31, 7, 1, 
2019/3/14, 41, 17, 33, 6, 1, 
2019/3/15, 29, 15, 26, 6, 1, 
2019/3/16, 26, 17, 28, 12, 1, 
2019/3/17, 27, 11, 29, 6, 1, 
2019/3/18, 20, 13, 23, 11, 1, 
2019/3/19, 29, 18, 26, 11, 1, 
2019/3/20, 35, 9, 23, 8, 1, 
2019/3/21, 24, 10, 15, 9, 1, 
2019/3/22, 31, 14, 21, 9, 1, 
2019/3/23, 43, 27, 24, 8, 1, 
2019/3/24, 65, 21, 29, 7, 1, 
2019/3/25, 49, 26, 29, 10, 1, 
2019/3/26, 58, 25, 26, 13, 1, 1
2019/3/27, 59, 24, 24, 14, 2, 1
2019/3/28, 54, 30, 28, 14, 1, 1
2019/3/29, 69, 40, 28, 15, 1, 1
2019/3/30, 92, 37, 26, 13, 2, 2
2019/3/31, 66, 26, 28, 5, 1, 
2018/10/1, 32, 16, 24, 6, 2, 1
2018/10/2, 30, 12, 14, 8, , 1
2018/10/3, 26, 15, 15, 9, 1, 1
2018/10/4, 25, 26, 19, 10, , 1
2018/10/5, 57, 11, 18, 8, , 1
2018/10/6, 22, 11, 21, 9, 2, 1
2018/10/7, 24, 14, 23, 7, , 1
2018/10/8, 16, 18, 24, 14, 2, 1
2018/10/9, 37, 31, 23, 14, , 2
2018/10/10, 75, 21, 21, 14, , 2
2018/10/11, 49, 9, 27, 7, , 
2018/10/12, 28, 5, 23, 6, 1, 
2018/10/13, 32, 5, 25, 8, 1, 
2018/10/14, 14, 4, 24, 10, , 
2018/10/15, 19, 5, 14, 13, 3, 
2018/10/16, 49, 18, 17, 14, 2, 1
2018/10/17, 41, 20, 21, 12, 1, 
2018/10/18, 41, 28, 10, 16, 1, 1
2018/10/19, 63, 26, 16, 14, , 2
2018/10/20, 65, 20, 23, 11, , 1
2018/10/21, 51, 18, 22, 13, 1, 
2018/10/22, 34, 20, 14, 11, 8, 
2018/10/23, 36, 26, 12, 14, 11, 2
2018/10/24, 56, 17, 16, 15, 10, 1
2018/10/25, 42, 11, 22, 11, , 
2018/10/26, 18, 10, 20, 11, , 
2018/10/27, 19, 10, 24, 6, , 
2018/10/29, 16, 15, 17, 13, , 1
2018/10/30, 36, 14, 14, 18, , 1
2018/10/31, 33, 18, 13, 17, 1, 1
2018/11/1, 48, 13, 14, 19, 2, 1
2018/11/2, 37, 13, 11, 20, 1, 1
2018/11/3, 39, 14, 22, 12, 1, 1
2018/11/4, 36, 9, 21, 9, 1, 1
2018/11/5, 23, 34, 9, 13, 2, 3
2018/11/6, 93, 16, 20, 11, , 1
2018/11/7, 47, 7, 24, 12, , 1
2018/11/8, 18, 14, 23, 14, , 1
2018/11/9, 27, 13, 24, 10, , 1
2018/11/10, 30, 12, 19, 14, , 1
2018/11/11, 30, 10, 24, 10, , 1
2018/11/12, 22, 12, 24, 9, , 1
2018/11/13, 20, 13, 27, 12, , 1
2018/11/14, 23, 11, 23, 12, , 1
2018/11/15, 29, 17, 13, 12, , 2
2018/11/16, 53, 25, 9, 11, , 2
2018/11/17, 67, 17, 8, 11, , 2
2018/11/18, 58, 22, 13, 10, , 2
2018/11/19, 66, 10, 21, 9, , 1
2018/11/20, 26, 9, 18, 10, , 2
2018/11/21, 25, 18, 11, 13, , 3
2018/11/22, 59, 28, 7, 16, , 3
2018/11/23, 84, 35, 3, 17, , 4
2018/11/24, 99, 25, 14, 12, , 3
2018/11/25, 75, 17, 17, 10, , 3
2018/11/26, 57, 18, 11, 15, , 3
2018/11/27, 61, 17, 13, 19, , 3
2018/11/28, 50, 12, 28, 9, , 2
2018/11/29, 30, 10, 27, 8, , 2
2018/11/30, 25, 11, 25, 11, , 2
2018/12/1, 24, 11, 25, 11, , 2
2018/12/2, 31, 10, 26, 7, , 2
2018/12/3, 26, 16, 26, 13, , 2
2018/12/4, 37, 13, 15, 20, 1, 3
2018/12/5, 34, 9, 21, 16, , 3
2018/12/6, 30, 4, 26, 9, , 2
2018/12/7, 15, 11, 26, 11, , 2
2018/12/8, 26, 18, 28, 8, , 2
2018/12/9, 35, 11, 27, 8, , 2
2018/12/10, 28, 20, 19, 17, , 3
2018/12/11, 41, 21, 17, 15, , 2
2018/12/12, 50, 17, 20, 12, , 2
2018/12/13, 38, 19, 21, 13, , 2
2018/12/14, 42, 24, 9, 17, , 3
2018/12/15, 67, 15, 25, 11, , 2
2018/12/16, 41, 11, 26, 15, , 2
2018/12/17, 26, 20, 17, 23, 1, 3
2018/12/18, 50, 14, 27, 13, , 2
2018/12/19, 35, 8, 22, 16, , 1
2018/12/20, 22, 12, 26, 9, , 1
2018/12/21, 25, 20, 28, 4, 1, 1
2018/12/22, 38, 19, 27, 6, , 1
2018/12/23, 38, 8, 20, 4, , 1
2018/12/24, 25, 21, 11, 8, , 1
2018/12/25, 64, 20, 7, 5, , 2
2018/12/26, 59, 12, 12, 5, , 1
2018/12/27, 50, 19, 12, 11, 1, 2
2018/12/28, 65, 24, 8, 13, 4, 2
2018/12/29, 66, 9, 23, 4, , 1
2018/12/30, 31, 4, 22, 3, , 1
2018/12/31, 20, , , , , 
2018/7/1, 52, 20, 38, 4, 2, 2
2018/7/2, 47, 16, 42, 3, 2, 1
2018/7/3, 35, 18, 24, 7, 1, 2
2018/7/4, 55, 19, 31, 9, 2, 2
2018/7/5, 66, 15, 26, 6, , 1
2018/7/6, 56, 12, 25, 3, 1, 1
2018/7/7, 47, 13, 27, 4, 1, 1
2018/7/8, 49, 12, 29, 4, 1, 1
2018/7/9, 40, 16, 23, 3, 1, 1
2018/7/10, 40, 17, 25, 6, 1, 1
2018/7/11, 45, 15, 25, 5, 1, 1
2018/7/12, 50, 17, 23, 5, 1, 1
2018/7/13, 57, 13, 21, 4, 1, 1
2018/7/14, 46, 13, 23, 2, 1, 1
2018/7/15, 41, 13, 19, 3, , 1
2018/7/16, 41, 9, 14, 3, 1, 1
2018/7/17, 23, 11, 16, 4, 1, 1
2018/7/18, 31, 11, 19, 5, 1, 1
2018/7/19, 40, 15, 19, 6, 1, 2
2018/7/20, 49, 13, 21, 4, 1, 1
2018/7/21, 46, 11, 16, 2, , 1
2018/7/22, 35, 14, 12, 2, 1, 2
2018/7/23, 49, 10, 12, 6, 1, 1
2018/7/24, 30, 6, 16, 4, 1, 1
2018/7/25, 30, 3, 25, 5, 1, 1
2018/7/26, 5, 3, 17, 6, 1, 2
2018/7/27, 7, 3, 23, 2, , 
2018/7/28, 8, 2, 22, 2, , 1
2018/7/29, 6, 2, 18, 7, , 1
2018/7/30, 6, 10, 21, 5, 1, 1
2018/7/31, 18, 13, 23, 6, 1, 1
2018/8/1, 22, 12, 17, 6, 1, 1
2018/8/2, 24, 17, 11, 7, 1, 2
2018/8/3, 43, 18, 23, 5, 1, 1
2018/8/4, 44, 17, 37, 5, 1, 1
2018/8/5, 37, 19, 31, 4, 1, 2
2018/8/6, 48, 14, 19, 5, 2, 1
2018/8/7, 31, 18, 16, 10, 1, 1
2018/8/8, 34, 13, 21, 4, , 1
2018/8/9, 25, 9, 19, 6, , 1
2018/8/10, 17, 13, 16, 5, 1, 1
2018/8/11, 31, 9, 17, 1, 1, 1
2018/8/12, 16, 14, 16, 3, 1, 1
2018/8/13, 23, 14, 6, 6, 1, 1
2018/8/14, 35, 29, 14, 9, , 1
2018/8/15, 26, 25, 14, 9, , 
2018/8/16, 24, 43, 17, 6, , 
2018/8/17, 44, 16, 13, 3, , 
2018/8/18, 27, 13, 13, 1, , 
2018/8/19, 21, 90, 15, 3, 1, 
2018/8/20, 59, 68, 14, 11, 2, 
2018/8/21, 48, 32, 14, 10, 1, 
2018/8/22, 29, 30, 16, 13, , 
2018/8/23, 30, 24, 15, 16, 1, 
2018/8/24, 22, 15, 17, , , 
2018/8/25, 21, 15, 17, , , 
2018/8/26, 22, 15, 15, , , 
2018/8/27, 21, 29, 19, , , 
2018/8/28, 33, 35, 18, , , 
2018/8/29, 33, 35, 20, 13, , 
2018/8/30, 30, 35, 28, 13, , 
2018/8/31, 53, 30, 29, 7, 2, 
2018/9/1, 62, 20, 35, 6, 2, 
2018/9/2, 37, 56, 26, 11, 1, 
2018/9/3, 58, 29, 17, 9, , 
2018/9/4, 30, 20, 23, 10, , 
2018/9/5, 34, 22, 16, 10, , 1
2018/9/6, 28, 20, 19, 10, , 
2018/9/7, 26, 28, 19, 11, , 1
2018/9/8, 39, 18, 22, 4, , 1
2018/9/9, 20, 27, 20, 8, , 1
2018/9/10, 24, 15, 18, 9, , 1
2018/9/11, 19, 19, 19, 11, , 
2018/9/12, 21, 15, 19, 11, , 
2018/9/13, 23, 19, 18, 13, , 
2018/9/14, 25, 23, 20, 16, , 1
2018/9/15, 42, 17, 19, 10, , 
2018/9/16, 23, 18, 21, 11, , 
2018/9/17, 27, 18, 25, 7, , 
2018/9/18, 27, 25, 21, 7, , 
2018/9/19, 37, 14, 19, 12, , 
2018/9/20, 22, 15, 21, 3, 4, 
2018/9/21, 22, 11, 19, 2, 5, 
2018/9/22, 17, 11, 24, 3, 5, 
2018/9/23, 19, 17, 21, , 2, 
2018/9/24, 30, 20, 22, 3, 1, 
2018/9/25, 42, 22, 22, , 1, 1
2018/9/26, 47, 21, 23, 15, 1, 1
2018/9/27, 51, 17, 18, 14, 1, 1
2018/9/28, 34, 22, 21, 15, 1, 1
2018/9/29, 52, 18, 24, 12, 2, 
2018/9/30, 38, 21, 21, 8, 3, 1
2018/4/1, 31, 13, 29, 5, , 1
2018/4/2, 32, 13, 30, 12, 30, 1
2018/4/3, 30, 11, 29, 16, 2, 1
2018/4/4, 21, 8, 30, 5, , 1
2018/4/5, 17, 19, 28, 7, 2, 1
2018/4/6, 41, 20, 26, 7, , 1
2018/4/7, 56, 14, 28, 7, , 1
2018/4/8, 45, 20, 17, 9, , 1
2018/4/9, 65, 17, 20, 6, , 1
2018/4/10, 57, 29, 16, 6, , 1
2018/4/11, 91, 25, 12, 6, , 1
2018/4/12, 78, 26, 21, 7, , 1
2018/4/13, 82, 26, 29, 4, , 
2018/4/14, 84, 26, 28, 2, , 
2018/4/15, 81, 18, 34, 3, , 
2018/4/16, 40, 19, 36, 3, , 
2018/4/17, 37, 20, 33, 5, , 
2018/4/18, 45, 23, 27, 8, , 1
2018/4/19, 58, 23, 24, 8, 1, 1
2018/4/20, 74, 27, 36, 7, , 
2018/4/21, 74, 24, 34, 2, , 1
2018/4/22, 69, 14, 30, 3, , 1
2018/4/23, 29, 12, 26, 4, , 1
2018/4/24, 24, 15, 31, 3, , 
2018/4/25, 26, 16, 31, 3, , 
2018/4/26, 25, 9, 27, 6, , 1
2018/4/27, 23, 11, 25, 5, , 1
2018/4/28, 41, 11, 29, 3, , 
2018/4/29, 37, 9, 31, 3, , 
2018/4/30, 20, 12, 30, 5, 1, 
2018/5/1, 24, 11, 34, 3, , 
2018/5/2, 17, 15, 30, 5, , 1
2018/5/3, 34, 13, 25, 6, 1, 
2018/5/4, 29, 19, 33, 7, 1, 1
2018/5/5, 54, 18, 47, 5, 2, 
2018/5/6, 56, 24, 52, 6, 1, 1
2018/5/7, 71, 22, 30, 3, 2, 1
2018/5/8, 58, 14, 25, 3, 1, 
2018/5/9, 25, 15, 30, 3, 1, 
2018/5/10, 31, 18, 28, 4, 1, 
2018/5/11, 34, 13, 27, 6, 2, 
2018/5/12, 31, 12, 30, 5, 1, 1
2018/5/13, 25, 13, 25, 4, 2, 
2018/5/14, 28, 13, 25, 5, 2, 1
2018/5/15, 37, 13, 23, 4, 1, 1
2018/5/16, 34, 16, 31, 4, 2, 1
2018/5/17, 39, 19, 32, 7, 2, 1
2018/5/18, 46, 22, 40, 7, 2, 1
2018/5/19, 60, 21, 44, 6, 2, 2
2018/5/20, 60, 24, 42, 8, 2, 2
2018/5/21, 67, 19, 44, 5, 1, 1
2018/5/22, 54, 25, 42, 4, 1, 1
2018/5/23, 68, 25, 29, 7, 2, 2
2018/5/24, 73, 20, 17, 11, 2, 2
2018/5/25, 63, 28, 34, 4, 1, 2
2018/5/26, 83, 21, 36, 4, 1, 2
2018/5/27, 66, 31, 34, 7, 1, 2
2018/5/28, 90, 23, 37, 4, 1, 2
2018/5/29, 76, 19, 34, 7, 2, 2
2018/5/30, 62, 23, 24, 9, 2, 2
2018/5/31, 67, 12, 27, 6, 2, 1
2018/6/1, 39, 10, 28, 2, 1, 
2018/6/2, 27, 16, 33, 4, 2, 1
2018/6/3, 49, 20, 30, 4, 1, 
2018/6/4, 61, 15, 27, 5, 1, 
2018/6/5, 43, 24, 37, 6, 2, 
2018/6/6, 57, 22, 22, 6, 2, 1
2018/6/7, 61, 22, 21, 6, 1, 1
2018/6/8, 58, 22, 31, 3, 2, 
2018/6/9, 63, 19, 33, 3, 1, 
2018/6/10, 60, 16, 35, 4, 1, 
2018/6/11, 47, 15, 28, 4, 2, 
2018/6/12, 41, 15, 26, 3, 2, 
2018/6/13, 43, 15, 25, 3, 1, 
2018/6/14, 31, 14, 24, 3, 1, 
2018/6/15, 26, 11, 22, 3, 2, 
2018/6/16, 23, 10, 21, 1, 1, 
2018/6/17, 24, 12, 24, 2, 1, 
2018/6/18, 24, 9, 10, 2, 1, 
2018/6/19, 20, 11, 15, 2, 1, 
2018/6/20, 25, 10, 24, 4, 1, 
2018/6/21, 20, 16, 27, 5, 2, 
2018/6/22, 31, 17, 32, 7, 2, 
2018/6/23, 41, 16, 34, 8, 2, 
2018/6/24, 44, 21, 50, 10, 3, 1
2018/6/25, 55, 20, 47, 7, 2, 
2018/6/26, 58, 21, 38, 5, 2, 1
2018/6/27, 46, 17, 43, 4, 2, 1
2018/6/28, 45, 17, 33, 4, 2, 1
2018/6/29, 46, 17, 33, 3, 1, 1
2018/6/30, 43, 22, 30, 6, 1, 2
2018/1/2, 26, 25, 26, 9, , 
2018/1/3, 41, 31, 33, 4, , 
2018/1/4, 50, 25, 30, 7, , 
2018/1/5, 41, 17, 30, 15, 1, 1
2018/1/6, 35, 18, 15, 14, 1, 1
2018/1/7, 54, 14, 22, 4, , 
2018/1/8, 32, 17, 23, 10, , 1
2018/1/9, 38, 24, 7, 10, 2, 1
2018/1/10, 68, 22, 15, 23, 2, 2
2018/1/11, 59, 24, 9, 20, 1, 2
2018/1/12, 67, 32, 2, 18, 2, 2
2018/1/13, 88, 27, 17, 7, , 
2018/1/14, 76, 26, 14, 7, , 
2018/1/15, 74, 18, 27, 5, , 
2018/1/16, 49, 12, 29, 7, , 1
2018/1/17, 22, 17, 29, 7, 1, 1
2018/1/18, 30, 18, 31, 8, 1, 1
2018/1/19, 30, 18, 23, 13, 1, 2
2018/1/20, 35, 15, 24, 15, , 1
2018/1/21, 42, 18, 21, 13, , 2
2018/1/22, 64, 23, 24, 14, 1, 2
2018/1/23, 51, 16, 26, 7, , 1
2018/1/24, 37, 16, 29, 7, , 1
2018/1/25, 33, 16, 27, 9, , 1
2018/1/26, 31, 18, 18, 16, , 2
2018/1/27, 48, 16, 24, 10, 1, 1
2018/1/28, 47, 13, 28, 3, , 1
2018/1/29, 36, 11, 31, 8, , 1
2018/1/30, 29, 17, 16, 16, 1, 2
2018/1/31, 48, 14, 31, 7, , 1
2018/2/1, 29, 12, 26, 6, , 1
2018/2/2, 15, 14, 22, 14, , 1
2018/2/3, 30, 16, 21, 13, , 1
2018/2/4, 39, 12, 22, 8, , 1
2018/2/5, 41, 14, 19, 12, , 2
2018/2/6, 46, 19, 19, 12, , 1
2018/2/7, 47, 19, 21, 18, , 1
2018/2/8, 36, 22, 18, 17, , 1
2018/2/9, 62, , 28, 6, , 1
2018/2/10, 42, , 26, 9, , 1
2018/2/13, 19, 14, 31, 9, , 1
2018/2/14, 15, 17, 24, 10, , 2
2018/2/15, 27, 18, 31, 6, , 2
2018/2/16, 20, , , , , 
2018/2/18, 40, 17, 24, 6, , 
2018/2/19, 34, 19, 19, 6, , 1
2018/2/20, 44, 14, 26, 3, , 1
2018/2/21, 25, 21, 20, 9, , 2
2018/2/22, 49, 32, 21, 10, , 2
2018/2/23, 82, 33, 16, 10, , 1
2018/2/24, 82, 37, 18, 8, , 1
2018/2/25, 91, 29, 23, 6, , 1
2018/2/26, 72, 17, 24, 6, , 1
2018/2/27, 41, 16, 23, 7, , 1
2018/2/28, 38, 20, 23, 6, , 2
2018/3/1, 50, 31, 24, 5, , 3
2018/3/2, 80, 35, 22, 5, , 3
2018/3/3, 93, 47, 17, 9, , 4
2018/3/4, 124, 36, 30, 6, , 3
2018/3/5, 91, 16, 24, 12, , 3
2018/3/6, 35, 19, 22, 16, 2, 4
2018/3/7, 44, 20, 23, 15, , 3
2018/3/8, 55, 17, 29, 5, , 1
2018/3/9, 26, 19, 19, 13, 1, 1
2018/3/10, 35, 23, 21, 11, 1, 
2018/3/11, 45, 29, 20, 7, 1, 1
2018/3/12, 54, 15, 20, 7, 1, 1
2018/3/13, 37, 17, 28, 10, 1, 2
2018/3/14, 43, 19, 27, 6, , 1
2018/3/15, 34, 18, 29, 7, 1, 1
2018/3/16, 36, 20, 28, 10, 1, 1
2018/3/17, 37, 19, 27, 6, 1, 1
2018/3/18, 43, 21, 26, 3, 1, 1
2018/3/19, 53, 22, 31, 4, , 1
2018/3/20, 51, 13, 28, 9, 1, 1
2018/3/21, 33, 16, 27, 12, 2, 2
2018/3/22, 41, 20, 29, 8, 1, 2
2018/3/23, 38, 20, 33, 6, 1, 1
2018/3/24, 36, 20, 30, 6, , 2
2018/3/25, 38, 11, 29, 9, 1, 1
2018/3/26, 24, 16, 30, 6, , 1
2018/3/27, 30, 13, 29, 8, 1, 1
2018/3/28, 22, 10, 26, 9, 1, 1
2018/3/29, 18, 8, 25, 11, 1, 2
2018/3/30, 26, 7, 23, 6, , 1
2018/3/31, 24, 9, 33, 3, 1, 1
2017/10/1, 29, 27, 26, 4, 4, 
2017/10/2, 43, 16, 24, 9, , 
2017/10/3, 32, 16, 26, 8, 2, 1
2017/10/4, 33, 14, 28, 5, 1, 
2017/10/5, 22, 13, 21, 10, 1, 1
2017/10/6, 29, 11, 20, 6, 2, 1
2017/10/7, 27, 12, 22, 5, 2, 1
2017/10/8, 29, 11, 19, 7, 3, 1
2017/10/9, 30, 9, 24, 4, 3, 
2017/10/10, 22, 14, 21, 5, 1, 
2017/10/11, 27, 16, 19, 10, , 1
2017/10/12, 29, 13, 16, 7, , 
2017/10/13, 29, 15, 15, 7, , 1
2017/10/14, 37, 22, 26, 5, , 1
2017/10/15, 60, 31, 29, 5, , 1
2017/10/16, 70, 22, 29, 8, , 1
2017/10/17, 40, 23, 20, 13, , 1
2017/10/18, 49, 20, 20, 11, , 
2017/10/19, 58, 14, 23, 6, , 7
2017/10/20, 32, 17, 28, 3, , 
2017/10/21, 32, 14, 27, 4, , 
2017/10/22, 23, 10, 24, 9, , 
2017/10/23, 18, 9, 19, 7, , 
2017/10/24, 20, 14, 24, 13, , 1
2017/10/25, 30, 21, 9, 15, , 1
2017/10/26, 54, 18, 19, 13, , 
2017/10/27, 44, 16, 19, 9, , 1
2017/10/28, 37, 14, 23, 7, , 
2017/10/30, 36, 19, 15, 15, 3, 1
2017/10/31, 44, 22, 20, 14, 1, 1
2017/11/1, 55, 28, 7, 18, 3, 2
2017/11/2, 68, 30, 4, 17, 2, 2
2017/11/3, 75, 35, 5, 17, 1, 2
2017/11/4, 88, 34, 21, 13, 1, 1
2017/11/5, 90, 24, 21, 9, , 1
2017/11/6, 74, 37, 19, 13, 2, 2
2017/11/7, 96, 14, 26, 11, 1, 1
2017/11/8, 33, 13, 16, 17, 2, 1
2017/11/9, 29, 19, 13, 16, 2, 1
2017/11/10, 44, 16, 25, 11, 1, 
2017/11/11, 37, 11, 26, 9, 1, 1
2017/11/12, 29, 8, 25, 8, 1, 
2017/11/13, 20, 13, 19, 16, 3, 2
2017/11/14, 28, 16, 23, 11, 2, 1
2017/11/15, 39, 13, 16, 16, 2, 1
2017/11/16, 40, 13, 17, 11, 1, 
2017/11/17, 37, 22, 12, 27, 1, 2
2017/11/18, 53, 20, 23, 14, 1, 1
2017/11/19, 52, 14, 14, 16, , 
2017/11/20, 36, 11, 24, 7, , 
2017/11/21, 28, 14, 24, 8, , 
2017/11/22, 31, , , , , 
2017/11/24, 26, 20, 11, 19, 1, 2
2017/11/25, 38, 16, 19, 11, , 1
2017/11/26, 33, 14, 21, 10, , 1
2017/11/27, 26, 12, 25, 9, 1, 1
2017/11/28, 23, 11, 21, 12, 1, 1
2017/11/29, 22, 11, 19, 15, , 1
2017/11/30, 22, 12, 21, 15, , 1
2017/12/1, 21, 16, 25, 13, , 2
2017/12/2, 20, 18, 16, 15, , 2
2017/12/3, 34, 14, 18, 11, , 3
2017/12/4, 35, 17, 12, 18, , 3
2017/12/5, 42, 14, 14, 18, , 2
2017/12/6, 34, 13, 23, 10, , 2
2017/12/7, 29, 14, 25, 8, , 2
2017/12/8, 24, 11, 23, 10, , 2
2017/12/9, 19, 21, 18, 22, 1, 3
2017/12/10, 39, 17, 22, 11, , 2
2017/12/11, 44, 13, 21, 14, , 3
2017/12/12, 36, 16, 9, 21, 1, 3
2017/12/13, 43, 16, 25, 11, , 3
2017/12/14, 37, 15, 26, 14, 1, 3
2017/12/15, 32, 13, 24, 11, , 
2017/12/16, 25, 14, 14, 15, , 1
2017/12/17, 31, 16, 23, 14, , 1
2017/12/18, 46, 20, 17, 26, , 2
2017/12/19, 49, 29, 1, 23, 2, 3
2017/12/20, 70, 18, 16, 10, , 
2017/12/21, 50, 10, 23, 9, , 
2017/12/22, 23, 16, 23, 14, , 1
2017/12/23, 49, 12, 20, 8, , 
2017/12/24, 40, 7, 26, 4, , 
2017/12/25, 14, 9, 28, 1, , 
2017/12/26, 21, 10, 26, 5, , 
2017/12/27, 16, 8, 26, 7, , 
2017/12/28, 23, 18, 15, 20, 1, 2
2017/12/29, 40, 19, 30, 8, , 
2017/12/30, 42, 34, 29, 5, , 
2017/12/31, 51, 16, , , , 
2017/7/1, 22, 13, 22, 3, , 
2017/7/2, 27, 12, 20, 3, , 
2017/7/3, 19, 8, 17, 3, 1, 
2017/7/4, 15, 13, 32, 7, 1, 
2017/7/5, 26, 20, 35, 9, 2, 1
2017/7/6, 49, 18, 18, 4, 3, 1
2017/7/7, 45, 12, 22, 4, 4, 1
2017/7/8, 33, 13, 21, 3, 4, 1
2017/7/9, 39, 10, 17, 4, 4, 
2017/7/10, 27, 9, 16, 7, 5, 1
2017/7/11, 23, 12, 29, 6, 3, 
2017/7/12, 27, 14, 28, 8, 3, 1
2017/7/13, 38, 12, 19, 3, 3, 
2017/7/14, 24, 13, 19, 3, 3, 1
2017/7/15, 23, 10, 13, 2, 3, 
2017/7/16, 25, 15, 26, 8, 4, 1
2017/7/17, 34, 20, 44, 8, 6, 1
2017/7/18, 45, 24, 36, 7, 7, 1
2017/7/19, 54, 15, 19, 3, 7, 
2017/7/20, 29, 16, 18, 5, 8, 1
2017/7/21, 25, 13, 19, 7, 8, 1
2017/7/22, 26, 12, 23, 5, 7, 1
2017/7/23, 28, 11, 27, 4, 7, 1
2017/7/24, 29, 15, 26, 6, 7, 1
2017/7/25, 37, 17, 20, 4, 9, 1
2017/7/26, 38, 18, 21, 3, 7, 1
2017/7/27, 25, 18, 21, 4, 4, 1
2017/7/28, 24, 15, 19, 5, 4, 1
2017/7/29, 27, 12, 22, 4, 4, 1
2017/7/30, 23, 13, 18, 5, 4, 1
2017/7/31, 22, 10, 21, 5, 3, 1
2017/8/1, 20, 10, 20, 3, 3, 1
2017/8/2, 17, 3, 23, 4, 4, 1
2017/8/4, 23, 15, 23, 5, 3, 1
2017/8/5, 27, 14, 24, 4, 3, 1
2017/8/6, 23, 10, 22, 6, 4, 1
2017/8/7, 19, 10, 14, 8, 5, 1
2017/8/8, 23, 10, 20, 7, 5, 1
2017/8/9, 23, 13, 24, 6, 4, 1
2017/8/10, 26, 14, 17, 6, 5, 1
2017/8/11, 28, 11, 18, 5, 6, 1
2017/8/12, 24, 13, 25, 6, 6, 1
2017/8/13, 31, 18, 22, 8, 6, 1
2017/8/14, 34, 12, 17, 5, 7, 1
2017/8/15, 22, 12, 19, 7, 6, 1
2017/8/16, 25, 12, 19, 3, 8, 1
2017/8/17, 23, 15, 23, 4, 8, 1
2017/8/18, 25, 15, 23, 4, 7, 1
2017/8/19, 23, 16, 20, 6, 7, 1
2017/8/20, 28, 10, 11, 9, 8, 2
2017/8/21, 20, 12, 12, 7, 1, 
2017/8/22, 31, 12, 18, 3, 1, 
2017/8/23, 29, 12, 20, 4, 2, 
2017/8/24, 22, 16, 27, 6, 2, 
2017/8/25, 32, 17, 23, 6, 3, 
2017/8/26, 42, 17, 31, 4, 3, 
2017/8/27, 43, 20, 27, 3, 3, 
2017/8/28, 55, 11, 20, 2, 3, 
2017/8/29, 25, 12, 20, 5, 3, 
2017/8/30, 22, 13, 24, 5, 3, 1
2017/8/31, 25, 11, 20, 6, 2, 1
2017/9/1, 29, 12, 22, 5, 2, 
2017/9/2, 29, 10, 27, 1, 3, 1
2017/9/3, 21, 9, 15, 5, 3, 1
2017/9/4, 31, 9, 21, 3, 3, 1
2017/9/5, 17, , , , , 
2017/9/10, 23, 15, 26, 5, 8, 1
2017/9/11, 24, 13, 26, 4, 7, 1
2017/9/12, 23, 12, 23, 5, 8, 1
2017/9/13, 21, 9, 21, 4, 6, 1
2017/9/14, 15, 8, 16, 8, 5, 1
2017/9/15, 17, 9, 16, 9, 7, 1
2017/9/16, 20, 12, 18, 6, 7, 1
2017/9/17, 33, 11, 16, 10, 6, 1
2017/9/18, 30, 12, 20, 9, 5, 1
2017/9/19, 27, 11, 25, 8, 7, 1
2017/9/20, 27, 11, 25, 6, 6, 1
