date, pm25, pm10, o3, no2, so2, co
2017/9/21, 20, 13, 22, 8, 3, 
2017/9/22, 29, 13, 25, 4, 3, 
2017/9/23, 29, 18, 21, 7, 3, 
2017/9/24, 49, 17, 13, 9, 3, 1
2017/9/25, 48, 35, 22, 10, 3, 1
2017/9/26, 92, 45, 21, 6, 4, 1
2017/9/27, 111, 19, 23, 8, 5, 1
2017/9/28, 45, 19, 24, 5, 5, 
2017/9/29, 32, 17, 22, 5, 5, 
2017/9/30, 27, 14, 24, 2, 6, 
2017/4/1, 27, 10, 33, 5, 1, 
2017/4/2, 24, 18, 29, 8, , 1
2017/4/3, 44, 16, 28, 7, , 1
2017/4/4, 33, 15, 29, 9, 1, 1
2017/4/5, 33, 15, 26, 9, , 1
2017/4/6, 35, 24, 31, 12, 1, 1
2017/4/7, 66, 38, 39, 13, 3, 2
2017/4/8, 90, 41, 38, 7, 3, 1
2017/4/9, 99, 22, 30, 5, 3, 1
2017/4/10, 56, 11, 29, 8, 3, 1
2017/4/11, 29, 14, 31, 4, 4, 1
2017/4/12, 35, 14, 28, 9, 5, 1
2017/4/13, 32, 10, 46, 7, 5, 1
2017/4/14, 25, 10, 21, 5, 4, 1
2017/4/15, 26, 12, , 5, 5, 1
2017/4/16, 31, 12, , 4, 5, 1
2017/4/17, 32, 15, , 7, 4, 1
2017/4/18, 48, 19, , 11, 4, 1
2017/4/19, 52, 26, 15, 13, 6, 2
2017/4/20, 64, 22, 22, 8, 5, 
2017/4/21, 52, 17, 29, 5, 6, 
2017/4/22, 42, 12, 28, 4, 7, 
2017/4/23, 39, 14, 23, 6, 8, 
2017/4/24, 49, 9, 26, 6, 9, 1
2017/4/25, 21, 9, 25, 8, 8, 1
2017/4/26, 16, 10, 25, 10, 9, 1
2017/4/27, 25, 9, 25, 9, 9, 1
2017/4/28, 21, 13, 30, 10, 10, 1
2017/4/29, 37, 21, 30, 6, 13, 1
2017/4/30, 50, 15, 31, 7, 12, 1
2017/5/1, 42, 15, 29, 8, 9, 1
2017/5/2, 42, 26, 30, 6, 8, 1
2017/5/3, 65, 27, 34, 6, 4, 1
2017/5/4, 65, 23, 46, 3, 11, 20
2017/5/5, 47, 19, 33, 4, 2, 128
2017/5/6, 54, 18, 35, 4, 2, 
2017/5/7, 55, 21, 31, 6, 1, 1
2017/5/8, 53, 25, 32, 5, 2, 1
2017/5/9, 53, 22, 22, 9, 3, 1
2017/5/10, 50, 39, 23, 13, 8, 2
2017/5/11, 85, 23, 29, 7, 8, 1
2017/5/12, 60, 16, 30, 4, 6, 1
2017/5/13, 44, 13, 28, 2, 5, 1
2017/5/14, 32, 13, 23, 5, 5, 1
2017/5/15, 30, 11, 14, 6, 5, 1
2017/5/16, 32, 11, 15, 10, 7, 2
2017/5/17, 40, 16, 24, 6, 8, 1
2017/5/18, 34, 14, 27, 6, 8, 1
2017/5/19, 25, 11, 24, 7, 7, 1
2017/5/20, 32, 20, 31, 3, 7, 1
2017/5/21, 33, 22, 28, 6, 9, 1
2017/5/22, 46, 16, 23, 3, 8, 1
2017/5/23, 40, 16, 26, 6, 8, 1
2017/5/24, 52, 22, 36, 10, 9, 2
2017/5/25, 63, 19, 37, 7, 11, 1
2017/5/26, 52, 20, 30, 4, 10, 1
2017/5/27, 55, 12, 30, 3, 11, 1
2017/5/28, 41, 24, 26, 4, 11, 1
2017/5/29, 68, 14, 26, 4, 11, 
2017/5/30, 49, 10, 18, 5, 11, 
2017/5/31, 34, 14, 26, 6, 7, 
2017/6/1, 49, 16, 21, 7, 3, 
2017/6/2, 55, 12, 27, 4, 3, 
2017/6/3, 35, 12, 26, 7, 3, 
2017/6/4, 30, 10, 25, 4, 5, 
2017/6/5, 24, 11, 24, 3, 7, 
2017/6/6, 25, 14, 20, 4, 5, 
2017/6/7, 31, 10, 22, 4, 5, 
2017/6/8, 27, 13, 23, 4, 4, 
2017/6/9, 34, 14, 20, 3, 3, 
2017/6/10, 37, 14, 25, 1, 3, 
2017/6/11, 38, 17, 26, 3, 4, 
2017/6/12, 39, 18, 24, 4, 4, 
2017/6/13, 42, 18, 40, 7, 6, 
2017/6/14, 52, 18, 28, 3, 5, 
2017/6/15, 47, 22, 22, 3, 5, 
2017/6/16, 51, 25, 25, 5, 7, 2
2017/6/17, 65, 23, 35, 6, 8, 1
2017/6/18, 62, 21, 40, 9, 7, 1
2017/6/19, 64, 22, 35, 8, 7, 1
2017/6/20, 68, 35, 61, 6, 8, 1
2017/6/21, 66, 23, 45, 4, 8, 
2017/6/22, 25, 13, 26, 3, 8, 
2017/6/23, 18, 8, 19, 3, 8, 
2017/6/24, 15, 10, 21, 2, 8, 
2017/6/25, 23, 13, 25, 6, 9, 
2017/6/26, 30, 18, 28, 7, 11, 
2017/6/27, 40, 16, 18, 10, 7, 1
2017/6/28, 44, 10, 19, 7, 2, 
2017/6/29, 23, 8, 19, 5, , 
2017/6/30, 16, 11, 22, 5, , 
2017/1/3, 28, 18, 16, 10, 9, 2
2017/1/4, 43, 17, 23, 8, 9, 2
2017/1/5, 34, 28, 9, 14, 8, 2
2017/1/6, 58, 33, 5, 14, 8, 3
2017/1/7, 72, 21, 23, 7, 8, 2
2017/1/8, 54, 16, 12, 7, 8, 2
2017/1/9, 43, 15, 22, 6, 10, 1
2017/1/10, 27, 22, 21, 7, 10, 2
2017/1/11, 30, 22, 29, 6, 6, 1
2017/1/12, 33, , 25, 11, 6, 4
2017/1/17, 14, 12, 14, 10, 3, 4
2017/1/18, 31, 27, 10, 17, 1, 3
2017/1/19, 75, 26, 5, 13, 2, 2
2017/1/20, 79, 21, 6, 16, 4, 2
2017/1/21, 71, , 7, 18, 4, 3
2017/1/22, 84, , 8, 15, 5, 4
2017/1/23, 127, , 4, 25, 8, 7
2017/1/24, 140, 36, 5, 21, 7, 5
2017/1/25, 105, 38, 17, 20, 8, 5
2017/1/26, 91, 40, 21, 8, 7, 2
2017/1/27, 87, 53, 11, 14, 9, 4
2017/1/28, 127, 29, 25, 9, 9, 2
2017/1/29, 66, 14, 22, 12, 10, 2
2017/1/30, 27, 16, 23, 12, 11, 2
2017/1/31, 40, 17, 19, 9, 11, 2
2017/2/1, 40, 16, 21, 9, 13, 2
2017/2/2, 34, 23, 28, 3, 16, 1
2017/2/3, 36, 25, 28, 8, 21, 1
2017/2/4, 32, 18, 24, 16, 1, 1
2017/2/5, 30, 18, 21, 15, , 1
2017/2/6, 40, 20, 20, 17, 1, 1
2017/2/7, 47, 20, 23, 20, 1, 1
2017/2/8, 33, 23, 15, 18, 1, 1
2017/2/9, 44, 30, 18, 12, , 1
2017/2/10, 69, 34, 15, 11, 1, 1
2017/2/11, 80, 30, 19, 9, 1, 1
2017/2/12, 72, 33, 22, 6, 1, 2
2017/2/13, 81, 52, 12, 12, 2, 2
2017/2/14, 120, 51, 5, 17, 3, 3
2017/2/15, 112, 39, 24, 11, 2, 2
2017/2/16, 85, 20, 25, 9, 2, 1
2017/2/17, 36, 20, 24, 11, 3, 1
2017/2/18, 45, 35, 26, 12, 3, 1
2017/2/19, 74, 27, 29, 5, 3, 1
2017/2/20, 57, 13, 21, 6, 4, 1
2017/2/21, 28, 10, 29, 7, 4, 
2017/2/22, 18, 16, 32, 4, 6, 
2017/2/23, 15, 16, 30, 4, 8, 
2017/2/24, 17, 19, 27, 11, 7, 
2017/2/25, 27, 16, 30, 8, 7, 
2017/2/26, 22, 16, 32, 4, 8, 
2017/2/27, 19, 18, 30, 10, 10, 
2017/2/28, 18, 16, 30, 10, 10, 1
2017/3/1, 20, 22, 30, 11, 9, 1
2017/3/2, 28, 26, 35, 7, 8, 
2017/3/3, 28, , 27, 8, 7, 1
2017/3/7, 28, 19, 24, 10, 1, 1
2017/3/8, 27, 18, 28, 13, 2, 1
2017/3/9, 35, 22, 29, 16, 1, 1
2017/3/10, 42, 23, 17, 12, 1, 1
2017/3/11, 52, 25, 20, 9, 2, 1
2017/3/12, 68, 24, 29, 5, 3, 1
2017/3/13, 65, 16, 24, 10, 2, 1
2017/3/14, 42, 16, 25, 6, 1, 
2017/3/15, 43, 22, 18, 13, 2, 1
2017/3/16, 55, 20, 22, 9, 3, 1
2017/3/17, 54, 15, 29, 7, 4, 
2017/3/18, 25, 16, 30, 3, 4, 
2017/3/19, 31, 17, 32, 1, 5, 
2017/3/20, 30, 11, 31, 7, 8, 
2017/3/21, 16, 14, 30, 7, 6, 
2017/3/22, 17, 11, 33, 15, 7, 1
2017/3/23, 21, 18, 25, 11, 6, 1
2017/3/24, 54, 26, 29, 7, 4, 1
2017/3/25, 61, 23, 30, 5, 4, 
2017/3/26, 33, 21, 24, 9, 5, 1
2017/3/27, 70, 44, 24, 13, 7, 1
2017/3/28, 115, 20, 29, 10, 7, 1
2017/3/29, 54, 16, 29, 7, 8, 1
2017/3/30, 42, 18, 32, 5, 7, 
2017/3/31, 45, 13, 32, 5, 2, 
2016/10/1, 17, 12, 21, 10, 1, 2
2016/10/2, 26, 17, 20, 9, 1, 2
2016/10/3, 39, 21, 16, 10, , 2
2016/10/4, 46, 24, 19, 7, 2, 1
2016/10/5, 48, 19, 19, 9, 3, 
2016/10/6, 28, 16, 14, 11, 5, 
2016/10/7, 30, 19, 17, 9, 3, 
2016/10/8, 46, 16, 23, 8, 3, 
2016/10/9, 36, 13, 10, 11, 4, 
2016/10/10, 26, 16, 13, 11, 4, 
2016/10/11, 37, 16, 17, 9, 5, 
2016/10/12, 36, 15, 14, 9, 6, 1
2016/10/13, 35, 24, 6, 13, 6, 1
2016/10/14, 59, 23, 18, 12, 2, 
2016/10/15, 61, 13, 23, 5, 1, 
2016/10/16, 24, 15, 24, 7, 2, 1
2016/10/17, 19, 13, 22, 8, 1, 
2016/10/18, 17, 12, 16, 12, 1, 1
2016/10/19, 19, 13, 13, 16, 1, 1
2016/10/20, 26, 20, 9, 18, 2, 2
2016/10/21, 51, 24, 11, 15, 2, 3
2016/10/22, 63, 19, 17, 6, 3, 2
2016/10/23, 52, 20, 14, 12, 3, 2
2016/10/24, 53, 33, 7, 13, 3, 3
2016/10/25, 79, 29, 12, 14, 2, 2
2016/10/26, 70, 20, 22, 11, 1, 2
2016/10/27, 50, 17, 27, 10, 1, 1
2016/10/28, 35, 19, 11, 12, 1, 1
2016/10/29, 50, 26, 16, 8, 2, 1
2016/10/31, 62, 39, 7, 14, 4, 3
2016/11/1, 92, 36, 4, 13, 4, 2
2016/11/2, 82, 23, , 18, 4, 2
2016/11/3, 56, 20, 9, 18, 5, 2
2016/11/4, 50, 18, 15, 21, 6, 3
2016/11/5, 47, 33, 15, 17, 6, 3
2016/11/6, 73, 28, 17, 11, 5, 2
2016/11/7, 56, 10, 17, 11, 5, 2
2016/11/8, 17, 12, 16, 16, 6, 3
2016/11/9, 27, 11, 23, 10, 7, 3
2016/11/10, 20, 15, 22, 14, 5, 3
2016/11/11, 25, 17, 15, 14, 2, 2
2016/11/12, 31, 13, 22, 11, , 2
2016/11/13, 28, 17, 19, 14, , 2
2016/11/14, 37, 17, 21, 10, , 1
2016/11/15, 33, 10, 22, 8, 1, 1
2016/11/16, 19, 17, 23, 11, 3, 1
2016/11/17, 26, 17, 25, 12, 6, 1
2016/11/18, 26, 13, 19, 26, 7, 2
2016/11/19, 28, 16, 15, 23, 7, 2
2016/11/20, 40, 11, 21, 8, 7, 2
2016/11/21, 27, 13, 14, 15, 8, 2
2016/11/22, 35, 12, 14, 11, 7, 3
2016/11/23, 26, 16, 14, , 4, 2
2016/11/24, 44, 14, 22, , 3, 2
2016/11/25, 27, 14, 25, 7, 3, 2
2016/11/26, 23, 16, 17, 5, 3, 2
2016/11/27, 34, 25, 19, 7, 3, 2
2016/11/28, 66, 19, 23, 10, 3, 2
2016/11/29, 40, 31, 13, 11, 3, 3
2016/11/30, 59, 44, 2, 21, 7, 6
2016/12/1, 92, 44, 1, 15, 6, 6
2016/12/2, 97, 36, , 15, 7, 7
2016/12/3, 92, 27, 16, 9, 5, 3
2016/12/4, 67, 21, 15, 7, 5, 3
2016/12/5, 43, 38, 6, 9, 6, 5
2016/12/6, 89, 54, 4, 11, 7, 6
2016/12/7, 132, 38, 11, 7, 6, 4
2016/12/8, 115, 23, 19, 10, 4, 3
2016/12/9, 49, 24, 11, 13, 3, 3
2016/12/10, 47, 18, 17, 15, 3, 3
2016/12/11, 36, 21, 12, 15, 3, 4
2016/12/12, 23, 20, 13, 16, 4, 3
2016/12/13, 7, 19, 17, 16, 4, 3
2016/12/14, 35, 26, 19, 11, 5, 2
2016/12/16, 60, 30, 15, 16, 5, 1
2016/12/17, 69, 44, 1, 17, 5, 3
2016/12/18, 99, 36, 5, 14, 4, 2
2016/12/19, 84, 29, 1, 17, 6, 2
2016/12/20, 66, 32, 6, 13, 6, 1
2016/12/21, 77, 31, 23, 16, 7, 2
2016/12/22, 63, 25, 11, 22, 7, 3
2016/12/23, 55, 21, 24, 8, 6, 1
2016/12/24, 37, 28, 29, 4, 5, 
2016/12/25, 38, 21, 31, , 6, 
2016/12/26, 23, 18, 26, 6, 6, 1
2016/12/27, 27, 29, 5, 14, 5, 3
2016/12/28, 65, 31, 6, 13, 5, 2
2016/12/29, 68, 40, 1, 17, 8, 5
2016/12/30, 92, 38, 1, 12, 8, 4
2016/12/31, 93, 26, 14, 8, 7, 2
2017/1/1, 68, 15, 24, 3, 8, 1
2017/1/2, 37, 16, 23, 7, 8, 1
2016/7/1, 26, 18, 20, 4, 2, 2
2016/7/2, 27, 16, 21, 4, 1, 2
2016/7/3, 28, 13, 15, 5, 2, 2
2016/7/4, 26, 13, 25, 3, 2, 1
2016/7/5, 24, 12, 25, 6, 2, 1
2016/7/6, 22, 14, 20, 6, 2, 
2016/7/7, 26, 15, 21, 3, 2, 
2016/7/8, 33, 15, 15, 5, 3, 
2016/7/9, 38, 14, 20, 2, 4, 
2016/7/10, 31, 12, 23, 2, 4, 
2016/7/11, 27, 12, 20, 4, 4, 
2016/7/12, 19, 13, 18, 6, 3, 
2016/7/13, 18, , 20, 5, 2, 
2016/7/18, 24, 23, 41, 9, 3, 1
2016/7/19, 45, 24, 32, 6, 4, 
2016/7/20, 50, 22, 17, 4, 3, 
2016/7/21, 34, 16, 19, 8, 1, 
2016/7/22, 35, 23, 21, 4, 1, 
2016/7/23, 56, 14, 17, 2, 1, 
2016/7/24, 29, 15, 16, 3, 2, 1
2016/7/25, 22, 14, 16, 5, 2, 1
2016/7/26, 24, 12, 18, 3, 3, 1
2016/7/27, 25, 10, 17, 6, 3, 1
2016/7/28, 20, 11, 17, 4, 3, 1
2016/7/29, 18, 12, 19, 5, 3, 1
2016/7/30, 24, 13, 23, 4, 3, 1
2016/7/31, 21, 13, 16, 7, 4, 1
2016/8/1, 22, 4, 7, 5, 2, 1
2016/8/2, 8, 11, 16, 3, 1, 1
2016/8/3, 22, 13, 21, 4, 1, 1
2016/8/4, 24, 16, 20, 7, 1, 1
2016/8/5, 32, 10, 16, 7, , 1
2016/8/6, 23, 14, 23, 3, , 1
2016/8/7, 25, 18, 22, 5, 1, 1
2016/8/8, 27, 19, 21, 5, , 
2016/8/9, 30, 13, 18, 5, 1, 1
2016/8/10, 20, 17, 17, 6, 2, 1
2016/8/11, 27, 18, 18, 4, 1, 1
2016/8/12, 29, 12, 17, 3, 1, 1
2016/8/13, 21, 11, 16, 7, 2, 1
2016/8/14, 23, 16, 33, 8, 2, 1
2016/8/15, 34, 21, 35, 8, 2, 1
2016/8/16, 40, 27, 36, 9, 3, 1
2016/8/17, 60, 34, 36, 9, 2, 1
2016/8/18, 86, 20, 25, 5, 2, 1
2016/8/19, 51, 17, 24, 2, 2, 1
2016/8/20, 24, 16, 22, 2, 1, 1
2016/8/21, 22, 14, 16, 4, 1, 1
2016/8/22, 20, 17, 31, 8, 2, 1
2016/8/23, 34, 20, 23, 8, 2, 1
2016/8/24, 50, 29, 13, 12, 3, 2
2016/8/25, 71, 23, 20, 8, 3, 1
2016/8/26, 55, 16, 13, 11, 3, 1
2016/8/27, 43, 17, 18, 5, 3, 1
2016/8/28, 45, 12, 26, 5, 2, 1
2016/8/29, 31, 17, 25, 8, 3, 1
2016/8/30, 38, 16, 22, 7, 3, 1
2016/8/31, 28, 14, 22, 7, 3, 1
2016/9/1, 26, 12, 17, 7, 3, 1
2016/9/2, 21, 12, 13, 11, 4, 
2016/9/3, 18, , 12, , 4, 
2016/9/5, 15, 11, 11, 7, 4, 1
2016/9/6, 20, 12, 4, 9, 11, 23
2016/9/7, 19, 16, 21, 6, 10, 8
2016/9/8, 20, 14, 19, 6, 1, 4
2016/9/9, 24, 15, 19, 6, 1, 
2016/9/10, 28, 17, 23, 7, 1, 1
2016/9/11, 35, 15, 21, 6, 2, 
2016/9/12, 24, 17, 14, 12, 2, 1
2016/9/13, 40, 28, 27, 9, 2, 1
2016/9/14, 66, 20, 19, 12, 1, 
2016/9/15, 45, 13, 16, 6, 1, 
2016/9/16, 23, 11, 15, 8, , 
2016/9/17, 21, 12, 21, 7, 2, 
2016/9/18, 28, 10, 15, 8, , 
2016/9/19, 18, 14, 15, 11, 1, 1
2016/9/20, 34, 23, 23, 10, 2, 1
2016/9/21, 59, 15, 23, 9, 2, 
2016/9/22, 35, 16, 24, 12, 1, 1
2016/9/23, 24, 16, 25, 5, 2, 
2016/9/24, 28, 15, 24, 4, 3, 
2016/9/25, 23, 14, 20, 7, 2, 
2016/9/26, 16, 15, 23, 7, 2, 
2016/9/27, 22, 25, 22, 6, 2, 
2016/9/28, 34, 16, 21, 6, 3, 
2016/9/29, 20, 14, 19, 8, 4, 3
2016/9/30, 18, 9, 20, 6, 2, 3
2016/4/1, 40, 18, 31, 5, 2, 1
2016/4/2, 45, 25, 28, 6, 2, 2
2016/4/3, 75, 21, 28, 8, 2, 1
2016/4/4, 60, 15, 28, 9, 2, 1
2016/4/5, 36, 14, 32, 4, 2, 1
2016/4/6, 21, 13, 26, 4, 2, 1
2016/4/7, 20, 14, 24, 8, 2, 
2016/4/8, 31, 11, 30, 7, 2, 
2016/4/9, 24, 10, 33, 4, 2, 
2016/4/10, 23, 17, 26, 11, 2, 
2016/4/11, 50, 19, 27, 13, 3, 
2016/4/12, 56, 21, 24, 18, 3, 
2016/4/13, 57, 17, 31, 6, 2, 
2016/4/14, 47, 12, 27, 5, 2, 
2016/4/15, 36, 9, 25, 3, 2, 
2016/4/16, 23, 8, 32, 4, 3, 
2016/4/17, 19, 12, 28, 9, 2, 
2016/4/18, 28, 14, 30, 5, 1, 
2016/4/19, 29, 21, 25, 7, 1, 1
2016/4/20, 43, 26, 26, 8, 2, 1
2016/4/21, 54, 18, 26, 8, 2, 1
2016/4/22, 53, 8, 30, 4, 2, 1
2016/4/23, 36, 6, 32, 3, 2, 1
2016/4/24, 22, 7, 36, 3, 2, 1
2016/4/25, 22, , 33, 5, 2, 1
2016/4/26, 17, , 25, 8, 2, 1
2016/4/27, 17, , 29, 9, , 
2016/4/28, 24, , 27, 6, 1, 
2016/4/29, 21, , 30, 5, , 
2016/4/30, 25, 12, 25, 9, , 
2016/5/1, 49, , 29, 5, 1, 
2016/5/2, 33, , 30, 6, 1, 
2016/5/3, 32, , 33, 10, 1, 
2016/5/4, 43, 20, 46, 11, , 
2016/5/5, 52, 28, 37, 17, 1, 1
2016/5/6, 64, 33, 38, 11, 1, 1
2016/5/7, 76, 26, 46, 5, 1, 
2016/5/8, 63, 23, 40, 11, 1, 1
2016/5/9, 57, 33, 20, 13, 1, 1
2016/5/10, 83, 30, 13, 13, 1, 1
2016/5/11, 76, 33, 44, 8, 2, 1
2016/5/12, 82, 33, 37, 5, 1, 1
2016/5/13, 72, 29, 34, 5, 1, 
2016/5/14, 58, 27, 35, 7, 1, 
2016/5/15, 59, 20, 32, 6, 1, 
2016/5/16, 47, 18, 31, 7, 1, 
2016/5/17, 48, 12, 29, 5, 2, 
2016/5/18, 24, 12, 23, 7, 2, 
2016/5/19, 22, 21, 29, 5, 2, 
2016/5/20, 37, 17, 24, 6, 2, 
2016/5/21, 34, 13, 27, 7, 2, 
2016/5/22, 30, 11, 23, 8, 1, 
2016/5/23, 20, 15, 28, 5, 1, 
2016/5/24, 25, 17, 25, 7, 1, 
2016/5/25, 29, 22, 34, 7, 1, 
2016/5/26, 47, 24, 32, 10, 1, 1
2016/5/27, 59, 31, 44, 6, 1, 1
2016/5/28, 74, 27, 39, 4, 2, 1
2016/5/29, 68, 24, 36, 8, 2, 1
2016/5/30, 64, 17, 34, 5, 1, 
2016/5/31, 40, 14, 31, 5, 1, 1
2016/6/1, 29, 22, 31, 5, 1, 
2016/6/2, 48, 27, 33, 8, 2, 1
2016/6/3, 59, 32, 23, 11, 2, 1
2016/6/4, 73, 38, 42, 6, 2, 1
2016/6/5, 88, 30, 39, 8, 2, 1
2016/6/6, 64, 41, 33, 8, 2, 1
2016/6/7, 91, 33, 45, 9, 2, 1
2016/6/8, 78, 36, 34, 8, 2, 
2016/6/9, 84, 33, 33, 8, 3, 1
2016/6/10, 76, 23, 32, 8, 3, 1
2016/6/11, 61, 14, 24, 3, 3, 
2016/6/12, 35, 15, 23, 4, 4, 
2016/6/13, 24, 13, 20, 4, 5, 
2016/6/14, 20, 12, 18, 9, 8, 
2016/6/15, 23, 12, 23, 10, 5, 
2016/6/16, 35, 12, 20, 9, 4, 
2016/6/17, 30, 18, 26, 6, 3, 
2016/6/18, 38, 17, 18, 6, 3, 
2016/6/19, 40, 10, 19, 4, 5, 
2016/6/20, 18, 14, 20, 4, 4, 
2016/6/21, 20, 12, 17, 7, 4, 
2016/6/22, 28, 16, 19, 6, 3, 1
2016/6/23, 43, 15, 19, 4, , 
2016/6/24, 28, 13, 24, 4, 1, 
2016/6/25, 29, 14, 18, 4, 1, 
2016/6/26, 35, 15, 23, 3, 1, 
2016/6/27, 28, 18, 20, 6, 2, 
2016/6/28, 37, 17, 22, 7, 2, 
2016/6/29, 32, 17, 20, 9, 2, 
2016/6/30, 31, 16, 22, 5, 2, 2
2016/1/5, 12, 10, 21, 21, 6, 1
2016/1/6, 24, 16, 13, 16, 1, 2
2016/1/7, 40, 17, 26, 11, 2, 1
2016/1/8, 31, 17, 19, 17, 1, 1
2016/1/9, 34, 14, 25, 9, 1, 1
2016/1/10, 25, 9, 26, 10, 2, 1
2016/1/11, 10, 13, 24, 19, 4, 2
2016/1/12, 32, 14, 21, 8, 2, 1
2016/1/13, 29, 15, 20, 15, 2, 2
2016/1/14, 28, , 21, 16, 1, 2
2016/1/19, 33, 25, 12, 24, 2, 3
2016/1/20, 67, 32, 3, 26, 2, 4
2016/1/21, 91, 30, 13, 17, 1, 3
2016/1/22, 89, 20, 24, 9, 1, 2
2016/1/23, 51, 23, 25, 11, , 2
2016/1/24, 52, 14, 15, 9, , 2
2016/1/25, 47, 17, 25, 9, , 2
2016/1/26, 43, 14, 26, 7, 1, 1
2016/1/27, 24, 6, 27, 8, 1, 1
2016/1/28, 11, 14, 23, 15, 4, 2
2016/1/29, 22, 11, 30, 7, 4, 1
2016/1/30, 17, 12, 29, 10, 2, 1
2016/1/31, 22, 17, 27, 6, 1, 1
2016/2/1, 28, 27, 32, 3, 1, 1
2016/2/2, 46, 23, 32, 8, 1, 1
2016/2/3, 37, 14, 25, 9, 2, 
2016/2/4, 22, 13, 24, 8, , 
2016/2/5, 29, 10, 27, 8, 1, 
2016/2/6, 24, 12, 28, 6, 2, 
2016/2/7, 22, 15, 29, 6, 3, 
2016/2/8, 22, 32, 34, 2, 2, 
2016/2/9, 46, 21, 29, 11, 3, 
2016/2/10, 32, 13, 26, 13, 2, 1
2016/2/11, 28, 18, 14, 19, 2, 1
2016/2/12, 50, 14, 19, 13, 2, 
2016/2/13, 41, 22, 10, 15, 3, 1
2016/2/14, 70, 18, 24, 8, 2, 
2016/2/15, 42, 17, 24, 14, 1, 1
2016/2/16, 32, 24, 23, 15, 1, 1
2016/2/17, 59, 17, 29, 11, 1, 
2016/2/18, 34, 16, 21, 15, 2, 1
2016/2/19, 31, 16, 24, 16, 2, 
2016/2/20, 31, 14, 29, 3, 2, 
2016/2/21, 25, 17, 31, 1, 2, 
2016/2/22, 29, 13, 30, 8, 2, 
2016/2/23, 25, 15, 21, 16, 2, 1
2016/2/24, 31, 17, 24, 15, 2, 1
2016/2/25, 36, 19, 21, 17, 2, 1
2016/2/26, 33, 26, 22, 17, 3, 1
2016/2/27, 58, 31, 20, 10, 2, 1
2016/2/28, 78, 26, 25, 8, 2, 1
2016/2/29, 73, 18, 21, 15, 2, 1
2016/3/1, 48, 18, 28, 6, 2, 
2016/3/2, 35, 15, 29, 4, 3, 
2016/3/3, 25, 15, 28, 6, 3, 
2016/3/4, 23, 14, 26, 12, 3, 1
2016/3/5, 30, 12, 26, 9, , 
2016/3/6, 34, 11, 25, 10, , 1
2016/3/7, 26, 12, 24, 15, , 1
2016/3/8, 20, 14, 19, 18, 1, 1
2016/3/9, 40, 9, 29, 5, 1, 
2016/3/10, 19, 13, 25, 14, 1, 1
2016/3/11, 32, 31, 20, 23, 1, 3
2016/3/12, 78, 39, 16, 22, 2, 3
2016/3/13, 95, 44, 28, 15, 1, 2
2016/3/14, 117, 34, 25, 10, , 1
2016/3/15, 99, 26, 23, 13, , 1
2016/3/16, 70, 21, 22, 8, , 1
2016/3/17, 60, 32, 25, 12, , 1
2016/3/18, 84, 45, 13, 18, 1, 2
2016/3/19, 120, 26, 27, 9, , 1
2016/3/20, 72, 20, 28, 11, 1, 1
2016/3/21, 57, 25, 26, 16, 2, 2
2016/3/22, 70, 24, 23, 16, 1, 1
2016/3/23, 64, 30, 23, 17, 3, 2
2016/3/24, 78, 20, 24, 14, 5, 1
2016/3/25, 55, 14, 29, 9, 2, 1
2016/3/26, 34, 15, 32, 6, 3, 1
2016/3/27, 19, 11, 30, 4, 4, 1
2016/3/28, 17, 11, 29, 9, 4, 1
2016/3/29, 16, 11, 27, 12, 3, 1
2016/3/30, 20, 13, 22, 13, 3, 2
2016/3/31, 30, 18, 26, 11, 1, 1
2015/10/1, 57, 26, 22, 12, 1, 1
2015/10/2, 69, 37, 18, 16, 2, 2
2015/10/3, 96, 39, 27, 11, 2, 2
2015/10/4, 103, 23, 26, 6, 2, 1
2015/10/5, 61, 12, 21, 7, 2, 1
2015/10/6, 28, 10, 17, 8, 1, 1
2015/10/7, 23, 10, 15, 17, 1, 2
2015/10/8, 27, 15, 17, 15, 1, 2
2015/10/9, 48, 15, 14, 11, 2, 1
2015/10/10, 48, 25, 16, 7, 1, 1
2015/10/11, 67, 25, 19, 14, 2, 2
2015/10/12, 66, 14, 16, 11, 7, 1
2015/10/13, 38, 12, 16, 10, 1, 
2015/10/14, 41, 14, 15, 9, 1, 
2015/10/15, 47, 19, 16, 8, 2, 
2015/10/16, 59, 21, 15, 7, 2, 
2015/10/17, 63, , 15, 6, 1, 
2015/10/19, 54, 13, 15, 12, 2, 
2015/10/20, 48, 10, 26, 8, 2, 
2015/10/21, 33, 12, 28, 9, 2, 
2015/10/22, 28, 15, 19, 12, 2, 
2015/10/23, 39, 10, 22, 9, 2, 
2015/10/24, 31, 10, 20, 9, 2, 
2015/10/26, 35, 16, 16, 9, 3, 
2015/10/27, 45, 22, 10, 13, 3, 1
2015/10/28, 68, 15, 16, 13, 3, 
2015/10/29, 54, 18, 21, 10, 4, 1
2015/10/30, 44, 16, 17, 8, 2, 
2015/10/31, 42, 20, 8, 10, 2, 1
2015/11/1, 63, 28, 5, 7, 2, 2
2015/11/2, 85, 20, 8, 8, 2, 1
2015/11/3, 73, 26, 3, 9, 3, 2
2015/11/4, 79, 21, 6, 7, 3, 1
2015/11/5, 69, 13, 20, 9, 3, 
2015/11/6, 48, 5, 22, 8, 3, 
2015/11/7, 25, 8, 23, 6, 3, 
