Date,Time,"Nitrogen dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status
2020-07-24,21:00:00,11.49104,P ugm-3,No data,N mgm-3,9,N ugm-3 (TEOM FDMS),2.5,P ugm-3 (TEOM FDMS),No data,,No data,,No data
2020-07-24,22:00:00,9.79564,P ugm-3,No data,N mgm-3,5.5,N ugm-3 (TEOM FDMS),1.9,P ugm-3 (TEOM FDMS),No data,,No data,,No data
2020-07-24,23:00:00,6.75173,P ugm-3,No data,N mgm-3,0.9,P ugm-3 (TEOM FDMS),3.7,P ugm-3 (TEOM FDMS),No data,,No data,,No data
2020-07-24,24:00:00,12.18767,P ugm-3,No data,N mgm-3,5,P ugm-3 (TEOM FDMS),6.5,N ugm-3 (TEOM FDMS),No data,,No data,,No data
2020-07-25,01:00:00,5.82066,P ugm-3,No data,N mgm-3,7.3,N ugm-3 (TEOM FDMS),3.4,P ugm-3 (TEOM FDMS),230.5,N deg,4.9,N ms-1,16,N degC
2020-07-25,02:00:00,4.26981,P ugm-3,No data,N mgm-3,2.7,P ugm-3 (TEOM FDMS),4.5,P ugm-3 (TEOM FDMS),235.3,N deg,4.5,N ms-1,16.2,N degC
2020-07-25,03:00:00,6.11002,P ugm-3,No data,N mgm-3,6.8,N ugm-3 (TEOM FDMS),3.1,P ugm-3 (TEOM FDMS),242.1,N deg,5,N ms-1,15.6,N degC
2020-07-25,04:00:00,5.96249,P ugm-3,No data,N mgm-3,1.9,P ugm-3 (TEOM FDMS),2.9,P ugm-3 (TEOM FDMS),249.6,N deg,3.6,N ms-1,15,N degC
2020-07-25,05:00:00,13.45424,P ugm-3,No data,N mgm-3,4.3,P ugm-3 (TEOM FDMS),2.9,P ugm-3 (TEOM FDMS),239.4,N deg,4,N ms-1,15.1,N degC
2020-07-25,06:00:00,5.58567,P ugm-3,No data,N mgm-3,6.1,N ugm-3 (TEOM FDMS),2.5,P ugm-3 (TEOM FDMS),235.1,N deg,4.4,N ms-1,15.7,N degC
2020-07-25,07:00:00,6.24728,P ugm-3,No data,N mgm-3,4.7,P ugm-3 (TEOM FDMS),4.2,P ugm-3 (TEOM FDMS),242.5,N deg,4.6,N ms-1,16.5,N degC
2020-07-25,08:00:00,7.22449,P ugm-3,No data,N mgm-3,2.8,P ugm-3 (TEOM FDMS),2.1,P ugm-3 (TEOM FDMS),255.1,N deg,4,N ms-1,16.3,N degC
2020-07-25,09:00:00,5.43358,P ugm-3,No data,N mgm-3,5,P ugm-3 (TEOM FDMS),2.9,P ugm-3 (TEOM FDMS),265,N deg,4.4,N ms-1,16.3,N degC
2020-07-25,10:00:00,5.77959,P ugm-3,No data,N mgm-3,1.4,P ugm-3 (TEOM FDMS),2.9,P ugm-3 (TEOM FDMS),268.6,N deg,6.3,N ms-1,18.5,N degC
2020-07-25,11:00:00,4.86778,P ugm-3,No data,N mgm-3,2.5,P ugm-3 (TEOM FDMS),0.6,P ugm-3 (TEOM FDMS),264,N deg,6,N ms-1,18.8,N degC
2020-07-25,12:00:00,6.03701,P ugm-3,No data,N mgm-3,7.4,N ugm-3 (TEOM FDMS),4.9,P ugm-3 (TEOM FDMS),262.3,N deg,6.1,N ms-1,19,N degC
2020-07-25,13:00:00,7.81308,P ugm-3,No data,N mgm-3,7.7,N ugm-3 (TEOM FDMS),2.6,P ugm-3 (TEOM FDMS),266.4,N deg,6.3,N ms-1,19,N degC
2020-07-25,14:00:00,8.11727,P ugm-3,No data,N mgm-3,4.8,P ugm-3 (TEOM FDMS),4.3,P ugm-3 (TEOM FDMS),278.8,N deg,6,N ms-1,18.8,N degC
2020-07-25,15:00:00,7.66441,P ugm-3,No data,N mgm-3,5.3,N ugm-3 (TEOM FDMS),5.5,N ugm-3 (TEOM FDMS),275.6,N deg,5.6,N ms-1,18.7,N degC
2020-07-25,16:00:00,4.66854,P ugm-3,No data,N mgm-3,4,P ugm-3 (TEOM FDMS),4.1,P ugm-3 (TEOM FDMS),275.7,N deg,5.7,N ms-1,17.7,N degC
2020-07-25,17:00:00,5.16817,P ugm-3,No data,N mgm-3,6.5,N ugm-3 (TEOM FDMS),4.1,P ugm-3 (TEOM FDMS),271.8,N deg,5.8,N ms-1,17.4,N degC
2020-07-25,18:00:00,4.51417,P ugm-3,No data,N mgm-3,6.5,N ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS),276.2,N deg,5.8,N ms-1,16.6,N degC
2020-07-25,19:00:00,4.21036,P ugm-3,No data,N mgm-3,8,N ugm-3 (TEOM FDMS),0.6,P ugm-3 (TEOM FDMS),285.4,N deg,4.3,N ms-1,15.8,N degC
2020-07-25,20:00:00,5.47045,P ugm-3,No data,N mgm-3,2.4,P ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS),275.7,N deg,4.7,N ms-1,14.5,N degC
2020-07-25,21:00:00,5.36741,P ugm-3,No data,N mgm-3,10.8,N ugm-3 (TEOM FDMS),1.5,P ugm-3 (TEOM FDMS),274.6,N deg,5.4,N ms-1,14,N degC
2020-07-25,22:00:00,5.0617,P ugm-3,No data,N mgm-3,8.1,N ugm-3 (TEOM FDMS),1.5,P ugm-3 (TEOM FDMS),274.4,N deg,4.7,N ms-1,13.6,N degC
2020-07-25,23:00:00,6.04309,P ugm-3,No data,N mgm-3,11.2,N ugm-3 (TEOM FDMS),2.5,P ugm-3 (TEOM FDMS),269.5,N deg,4.5,N ms-1,13.4,N degC
2020-07-25,24:00:00,5.64955,P ugm-3,No data,N mgm-3,7.3,N ugm-3 (TEOM FDMS),0.6,P ugm-3 (TEOM FDMS),270.1,N deg,4.6,N ms-1,13.3,N degC
2020-07-26,01:00:00,4.61683,P ugm-3,No data,N mgm-3,-0.8,P ugm-3 (TEOM FDMS),1.7,P ugm-3 (TEOM FDMS),269.6,N deg,4.5,N ms-1,12.6,N degC
2020-07-26,02:00:00,5.09399,P ugm-3,No data,N mgm-3,-3.1,P ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS),274.3,N deg,4.1,N ms-1,12.4,N degC
2020-07-26,03:00:00,4.05454,P ugm-3,No data,N mgm-3,6.4,N ugm-3 (TEOM FDMS),1.6,P ugm-3 (TEOM FDMS),284.2,N deg,4.4,N ms-1,12.2,N degC
2020-07-26,04:00:00,3.49781,P ugm-3,No data,N mgm-3,10.3,N ugm-3 (TEOM FDMS),0.3,P ugm-3 (TEOM FDMS),290.9,N deg,3.7,N ms-1,11.9,N degC
2020-07-26,05:00:00,5.39255,P ugm-3,No data,N mgm-3,2.6,P ugm-3 (TEOM FDMS),1.1,P ugm-3 (TEOM FDMS),292.1,N deg,3.4,N ms-1,11.4,N degC
2020-07-26,06:00:00,5.95357,P ugm-3,No data,N mgm-3,13.6,N ugm-3 (TEOM FDMS),1.4,P ugm-3 (TEOM FDMS),286.4,N deg,4.1,N ms-1,11.8,N degC
2020-07-26,07:00:00,4.96297,P ugm-3,No data,N mgm-3,19.8,N ugm-3 (TEOM FDMS),0.5,P ugm-3 (TEOM FDMS),274.2,N deg,4.9,N ms-1,13.4,N degC
2020-07-26,08:00:00,7.01245,P ugm-3,No data,N mgm-3,7.9,N ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS),272.2,N deg,6.7,N ms-1,15.1,N degC
2020-07-26,09:00:00,5.62366,P ugm-3,No data,N mgm-3,8.4,N ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),268.6,N deg,8,N ms-1,16.5,N degC
2020-07-26,10:00:00,6.34178,P ugm-3,No data,N mgm-3,11,N ugm-3 (TEOM FDMS),1.7,P ugm-3 (TEOM FDMS),264.4,N deg,8.3,N ms-1,17.7,N degC
2020-07-26,11:00:00,5.92504,P ugm-3,No data,N mgm-3,4.7,P ugm-3 (TEOM FDMS),4.9,P ugm-3 (TEOM FDMS),262.5,N deg,8.2,N ms-1,18.3,N degC
2020-07-26,12:00:00,5.046,P ugm-3,No data,N mgm-3,7.2,N ugm-3 (TEOM FDMS),4.8,P ugm-3 (TEOM FDMS),262,N deg,8.6,N ms-1,18.7,N degC
2020-07-26,13:00:00,5.25199,P ugm-3,No data,N mgm-3,7.8,N ugm-3 (TEOM FDMS),5.5,N ugm-3 (TEOM FDMS),264.1,N deg,8.5,N ms-1,19,N degC
2020-07-26,14:00:00,5.34881,P ugm-3,No data,N mgm-3,2.6,P ugm-3 (TEOM FDMS),7.7,N ugm-3 (TEOM FDMS),275.2,N deg,6.9,N ms-1,16.5,N degC
2020-07-26,15:00:00,5.29422,P ugm-3,No data,N mgm-3,6.4,N ugm-3 (TEOM FDMS),5.9,N ugm-3 (TEOM FDMS),268.2,N deg,7.9,N ms-1,16.3,N degC
2020-07-26,16:00:00,5.7043,P ugm-3,No data,N mgm-3,9.5,N ugm-3 (TEOM FDMS),3.7,P ugm-3 (TEOM FDMS),261.4,N deg,6,N ms-1,15.5,N degC
2020-07-26,17:00:00,5.39959,P ugm-3,No data,N mgm-3,7.6,N ugm-3 (TEOM FDMS),4,P ugm-3 (TEOM FDMS),262.4,N deg,7.5,N ms-1,17,N degC
2020-07-26,18:00:00,6.06456,P ugm-3,No data,N mgm-3,5.8,N ugm-3 (TEOM FDMS),6.2,N ugm-3 (TEOM FDMS),258.6,N deg,5.9,N ms-1,16,N degC
2020-07-26,19:00:00,5.97059,P ugm-3,No data,N mgm-3,10.2,N ugm-3 (TEOM FDMS),6.2,N ugm-3 (TEOM FDMS),247,N deg,5.1,N ms-1,15.1,N degC
2020-07-26,20:00:00,7.92183,P ugm-3,No data,N mgm-3,5.5,N ugm-3 (TEOM FDMS),3.9,P ugm-3 (TEOM FDMS),243.4,N deg,5.1,N ms-1,14.6,N degC
2020-07-26,21:00:00,5.97773,P ugm-3,No data,N mgm-3,12.6,N ugm-3 (TEOM FDMS),3.1,P ugm-3 (TEOM FDMS),242.8,N deg,5,N ms-1,14.3,N degC
2020-07-26,22:00:00,11.82478,P ugm-3,No data,N mgm-3,3.5,P ugm-3 (TEOM FDMS),6.4,N ugm-3 (TEOM FDMS),238.2,N deg,4.4,N ms-1,14.2,N degC
2020-07-26,23:00:00,7.20323,P ugm-3,No data,N mgm-3,1.2,P ugm-3 (TEOM FDMS),3.3,P ugm-3 (TEOM FDMS),220.5,N deg,4.2,N ms-1,13.8,N degC
2020-07-26,24:00:00,6.70917,P ugm-3,No data,N mgm-3,13,N ugm-3 (TEOM FDMS),4.1,P ugm-3 (TEOM FDMS),210.3,N deg,4.5,N ms-1,14.3,N degC
2020-07-27,01:00:00,5.11506,P ugm-3,No data,N mgm-3,5,P ugm-3 (TEOM FDMS),4.2,P ugm-3 (TEOM FDMS),200.9,N deg,3.9,N ms-1,14.3,N degC
2020-07-27,02:00:00,4.63551,P ugm-3,No data,N mgm-3,10,N ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),197.1,N deg,5.3,N ms-1,14.7,N degC
2020-07-27,03:00:00,5.42847,P ugm-3,No data,N mgm-3,8,N ugm-3 (TEOM FDMS),4.8,P ugm-3 (TEOM FDMS),200.1,N deg,6.4,N ms-1,14.8,N degC
2020-07-27,04:00:00,5.35484,P ugm-3,No data,N mgm-3,8.5,N ugm-3 (TEOM FDMS),4.6,P ugm-3 (TEOM FDMS),192.6,N deg,8,N ms-1,14.8,N degC
2020-07-27,05:00:00,5.93542,P ugm-3,No data,N mgm-3,-0.2,P ugm-3 (TEOM FDMS),2.4,P ugm-3 (TEOM FDMS),188.4,N deg,9.2,N ms-1,14.7,N degC
2020-07-27,06:00:00,14.5152,P ugm-3,No data,N mgm-3,0.3,P ugm-3 (TEOM FDMS),5,P ugm-3 (TEOM FDMS),193.4,N deg,8.9,N ms-1,15.1,N degC
2020-07-27,07:00:00,12.98582,P ugm-3,No data,N mgm-3,11.2,N ugm-3 (TEOM FDMS),3.3,P ugm-3 (TEOM FDMS),198.8,N deg,9.2,N ms-1,15.5,N degC
2020-07-27,08:00:00,11.40733,P ugm-3,No data,N mgm-3,18.3,N ugm-3 (TEOM FDMS),-3.1,P ugm-3 (TEOM FDMS),200,N deg,9.2,N ms-1,16.1,N degC
2020-07-27,09:00:00,12.49829,P ugm-3,No data,N mgm-3,0.3,P ugm-3 (TEOM FDMS),0.3,P ugm-3 (TEOM FDMS),197.5,N deg,9.2,N ms-1,16.7,N degC
2020-07-27,10:00:00,11.72702,P ugm-3,No data,N mgm-3,3.4,P ugm-3 (TEOM FDMS),4.1,P ugm-3 (TEOM FDMS),212.3,N deg,9.1,N ms-1,17.5,N degC
2020-07-27,11:00:00,17.29822,P ugm-3,No data,N mgm-3,6.1,N ugm-3 (TEOM FDMS),3.7,P ugm-3 (TEOM FDMS),217.4,N deg,9.8,N ms-1,18,N degC
2020-07-27,12:00:00,15.8573,P ugm-3,No data,N mgm-3,No data,N ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS),247,N deg,8.4,N ms-1,18.8,N degC
2020-07-27,13:00:00,6.34249,P ugm-3,No data,N mgm-3,6.8,N ugm-3 (TEOM FDMS),3.5,P ugm-3 (TEOM FDMS),257.6,N deg,10.9,N ms-1,20.8,N degC
2020-07-27,14:00:00,5.64314,P ugm-3,No data,N mgm-3,13.9,N ugm-3 (TEOM FDMS),5.3,N ugm-3 (TEOM FDMS),257,N deg,9.3,N ms-1,18.7,N degC
2020-07-27,15:00:00,6.21118,P ugm-3,No data,N mgm-3,8.6,N ugm-3 (TEOM FDMS),4.6,P ugm-3 (TEOM FDMS),259.8,N deg,9.2,N ms-1,17.5,N degC
2020-07-27,16:00:00,6.74038,P ugm-3,No data,N mgm-3,10.1,N ugm-3 (TEOM FDMS),4.6,P ugm-3 (TEOM FDMS),262.8,N deg,9.1,N ms-1,16.9,N degC
2020-07-27,17:00:00,6.63705,P ugm-3,No data,N mgm-3,14.8,N ugm-3 (TEOM FDMS),4.5,P ugm-3 (TEOM FDMS),267.5,N deg,7.9,N ms-1,16.4,N degC
2020-07-27,18:00:00,6.79632,P ugm-3,No data,N mgm-3,15.9,N ugm-3 (TEOM FDMS),6,N ugm-3 (TEOM FDMS),274.5,N deg,7.6,N ms-1,16.4,N degC
2020-07-27,19:00:00,6.22715,P ugm-3,No data,N mgm-3,4,P ugm-3 (TEOM FDMS),3.7,P ugm-3 (TEOM FDMS),276.9,N deg,6.7,N ms-1,15.9,N degC
2020-07-27,20:00:00,7.17424,P ugm-3,No data,N mgm-3,8.3,N ugm-3 (TEOM FDMS),3.1,P ugm-3 (TEOM FDMS),278.5,N deg,5.7,N ms-1,14.5,N degC
2020-07-27,21:00:00,9.71068,P ugm-3,No data,N mgm-3,7.5,N ugm-3 (TEOM FDMS),1,P ugm-3 (TEOM FDMS),279.9,N deg,4.3,N ms-1,13.7,N degC
2020-07-27,22:00:00,12.46291,P ugm-3,No data,N mgm-3,11.5,N ugm-3 (TEOM FDMS),3.1,P ugm-3 (TEOM FDMS),274.2,N deg,4.4,N ms-1,13.1,N degC
2020-07-27,23:00:00,8.14875,P ugm-3,No data,N mgm-3,11.1,N ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),275.5,N deg,4.1,N ms-1,12.8,N degC
2020-07-27,24:00:00,7.52021,P ugm-3,No data,N mgm-3,8.5,N ugm-3 (TEOM FDMS),1.9,P ugm-3 (TEOM FDMS),270,N deg,3.9,N ms-1,12.5,N degC
2020-07-28,01:00:00,7.05855,P ugm-3,No data,N mgm-3,11.7,N ugm-3 (TEOM FDMS),3.4,P ugm-3 (TEOM FDMS),280.6,N deg,4.8,N ms-1,12.1,N degC
2020-07-28,02:00:00,9.67499,P ugm-3,No data,N mgm-3,14.4,N ugm-3 (TEOM FDMS),4.7,P ugm-3 (TEOM FDMS),283.4,N deg,4.4,N ms-1,11.7,N degC
2020-07-28,03:00:00,5.44047,P ugm-3,No data,N mgm-3,10.6,N ugm-3 (TEOM FDMS),1.6,P ugm-3 (TEOM FDMS),288,N deg,4.4,N ms-1,11.4,N degC
2020-07-28,04:00:00,5.78299,P ugm-3,No data,N mgm-3,10,N ugm-3 (TEOM FDMS),3,P ugm-3 (TEOM FDMS),288.2,N deg,4.4,N ms-1,11,N degC
2020-07-28,05:00:00,5.78365,P ugm-3,No data,N mgm-3,10.4,N ugm-3 (TEOM FDMS),3.7,P ugm-3 (TEOM FDMS),289.9,N deg,4.1,N ms-1,10.5,N degC
2020-07-28,06:00:00,7.01235,P ugm-3,No data,N mgm-3,13,N ugm-3 (TEOM FDMS),3.7,P ugm-3 (TEOM FDMS),292.4,N deg,4.1,N ms-1,11.2,N degC
2020-07-28,07:00:00,8.39896,P ugm-3,No data,N mgm-3,9.8,N ugm-3 (TEOM FDMS),2.4,P ugm-3 (TEOM FDMS),297,N deg,5.2,N ms-1,12.7,N degC
2020-07-28,08:00:00,7.85991,P ugm-3,No data,N mgm-3,6.6,N ugm-3 (TEOM FDMS),2.4,P ugm-3 (TEOM FDMS),293.8,N deg,5.7,N ms-1,14.2,N degC
2020-07-28,09:00:00,7.70133,P ugm-3,No data,N mgm-3,5.4,N ugm-3 (TEOM FDMS),1.5,P ugm-3 (TEOM FDMS),288.6,N deg,5.9,N ms-1,15.5,N degC
2020-07-28,10:00:00,7.75064,P ugm-3,No data,N mgm-3,7,N ugm-3 (TEOM FDMS),2.9,P ugm-3 (TEOM FDMS),283.1,N deg,6.5,N ms-1,16.5,N degC
2020-07-28,11:00:00,9.27587,P ugm-3,No data,N mgm-3,10.3,N ugm-3 (TEOM FDMS),4.9,P ugm-3 (TEOM FDMS),284.7,N deg,7.2,N ms-1,17.1,N degC
2020-07-28,12:00:00,9.28253,P ugm-3,No data,N mgm-3,7.9,N ugm-3 (TEOM FDMS),4.1,P ugm-3 (TEOM FDMS),285.7,N deg,7.3,N ms-1,17.6,N degC
2020-07-28,13:00:00,8.68285,P ugm-3,No data,N mgm-3,11.6,N ugm-3 (TEOM FDMS),2.1,P ugm-3 (TEOM FDMS),288.3,N deg,6.9,N ms-1,17.1,N degC
2020-07-28,14:00:00,6.98239,P ugm-3,No data,N mgm-3,11,N ugm-3 (TEOM FDMS),5.2,N ugm-3 (TEOM FDMS),288.4,N deg,7.1,N ms-1,17.5,N degC
2020-07-28,15:00:00,6.93508,P ugm-3,No data,N mgm-3,5.1,N ugm-3 (TEOM FDMS),3.1,P ugm-3 (TEOM FDMS),287.2,N deg,7.1,N ms-1,17.4,N degC
2020-07-28,16:00:00,7.23893,P ugm-3,No data,N mgm-3,9.1,N ugm-3 (TEOM FDMS),3.4,P ugm-3 (TEOM FDMS),288.1,N deg,7,N ms-1,17.1,N degC
2020-07-28,17:00:00,7.65806,P ugm-3,No data,N mgm-3,10.3,N ugm-3 (TEOM FDMS),1.9,P ugm-3 (TEOM FDMS),287.8,N deg,6.5,N ms-1,16.7,N degC
2020-07-28,18:00:00,7.45149,P ugm-3,No data,N mgm-3,4,P ugm-3 (TEOM FDMS),2.3,P ugm-3 (TEOM FDMS),285.7,N deg,6.2,N ms-1,15.8,N degC
2020-07-28,19:00:00,8.18845,P ugm-3,No data,N mgm-3,4.2,P ugm-3 (TEOM FDMS),1.9,P ugm-3 (TEOM FDMS),283.2,N deg,5.2,N ms-1,14.6,N degC
2020-07-28,20:00:00,9.09066,P ugm-3,No data,N mgm-3,11.5,N ugm-3 (TEOM FDMS),2.2,P ugm-3 (TEOM FDMS),283.6,N deg,4.4,N ms-1,13.1,N degC
2020-07-28,21:00:00,11.0963,P ugm-3,No data,N mgm-3,12.6,N ugm-3 (TEOM FDMS),6,N ugm-3 (TEOM FDMS),292,N deg,3.9,N ms-1,12.2,N degC
2020-07-28,22:00:00,11.26554,P ugm-3,No data,N mgm-3,8.6,N ugm-3 (TEOM FDMS),5.3,N ugm-3 (TEOM FDMS),291.3,N deg,2.9,N ms-1,11.4,N degC
2020-07-28,23:00:00,10.84376,P ugm-3,No data,N mgm-3,7.4,N ugm-3 (TEOM FDMS),3.5,P ugm-3 (TEOM FDMS),284.5,N deg,2.4,N ms-1,10.8,N degC
2020-07-28,24:00:00,15.74594,P ugm-3,No data,N mgm-3,10.3,N ugm-3 (TEOM FDMS),4.6,P ugm-3 (TEOM FDMS),292.9,N deg,2.6,N ms-1,10.3,N degC
2020-07-29,01:00:00,14.13068,P ugm-3,No data,N mgm-3,10.9,N ugm-3 (TEOM FDMS),4.8,P ugm-3 (TEOM FDMS),265.5,N deg,2.9,N ms-1,9.1,N degC
2020-07-29,02:00:00,12.86599,P ugm-3,No data,N mgm-3,12.1,N ugm-3 (TEOM FDMS),4.8,P ugm-3 (TEOM FDMS),270.5,N deg,2.4,N ms-1,8.6,N degC
2020-07-29,03:00:00,13.26975,P ugm-3,No data,N mgm-3,8.7,N ugm-3 (TEOM FDMS),2.1,P ugm-3 (TEOM FDMS),316.5,N deg,2.4,N ms-1,8.2,N degC
2020-07-29,04:00:00,13.16918,P ugm-3,No data,N mgm-3,7.9,N ugm-3 (TEOM FDMS),3.5,P ugm-3 (TEOM FDMS),345.8,N deg,2.5,N ms-1,8.1,N degC
2020-07-29,05:00:00,14.62277,P ugm-3,No data,N mgm-3,12,N ugm-3 (TEOM FDMS),6.3,N ugm-3 (TEOM FDMS),345.3,N deg,2.5,N ms-1,7.9,N degC
2020-07-29,06:00:00,15.20705,P ugm-3,No data,N mgm-3,5.9,N ugm-3 (TEOM FDMS),4.4,P ugm-3 (TEOM FDMS),346.6,N deg,2,N ms-1,8.8,N degC
2020-07-29,07:00:00,16.17078,P ugm-3,No data,N mgm-3,6.7,N ugm-3 (TEOM FDMS),4.2,P ugm-3 (TEOM FDMS),35.5,N deg,0.3,N ms-1,9,N degC
2020-07-29,08:00:00,21.69563,P ugm-3,No data,N mgm-3,8.6,N ugm-3 (TEOM FDMS),1.9,P ugm-3 (TEOM FDMS),188.7,N deg,0.9,N ms-1,9.6,N degC
2020-07-29,09:00:00,13.03354,P ugm-3,No data,N mgm-3,5.1,N ugm-3 (TEOM FDMS),-0.5,P ugm-3 (TEOM FDMS),242.3,N deg,0.8,N ms-1,10.6,N degC
2020-07-29,10:00:00,13.7215,P ugm-3,No data,N mgm-3,9.1,N ugm-3 (TEOM FDMS),5,P ugm-3 (TEOM FDMS),249.5,N deg,1.6,N ms-1,12.1,N degC
2020-07-29,11:00:00,9.45367,P ugm-3,No data,N mgm-3,6.1,N ugm-3 (TEOM FDMS),2.2,P ugm-3 (TEOM FDMS),246.6,N deg,2.6,N ms-1,13.9,N degC
2020-07-29,12:00:00,8.37718,P ugm-3,No data,N mgm-3,7.2,N ugm-3 (TEOM FDMS),0.4,P ugm-3 (TEOM FDMS),254.1,N deg,3.5,N ms-1,17.2,N degC
2020-07-29,13:00:00,7.30298,P ugm-3,No data,N mgm-3,9.4,N ugm-3 (TEOM FDMS),4.3,P ugm-3 (TEOM FDMS),250.6,N deg,4.2,N ms-1,18.1,N degC
2020-07-29,14:00:00,6.85809,P ugm-3,No data,N mgm-3,8.1,N ugm-3 (TEOM FDMS),6.5,N ugm-3 (TEOM FDMS),250.1,N deg,4.6,N ms-1,18.4,N degC
2020-07-29,15:00:00,7.43939,P ugm-3,No data,N mgm-3,10.4,N ugm-3 (TEOM FDMS),6.7,N ugm-3 (TEOM FDMS),255,N deg,4.1,N ms-1,18.7,N degC
2020-07-29,16:00:00,7.59937,P ugm-3,No data,N mgm-3,7,N ugm-3 (TEOM FDMS),6.4,N ugm-3 (TEOM FDMS),259.6,N deg,3.1,N ms-1,18.7,N degC
2020-07-29,17:00:00,8.83433,P ugm-3,No data,N mgm-3,5.2,N ugm-3 (TEOM FDMS),5.6,N ugm-3 (TEOM FDMS),254.9,N deg,2.8,N ms-1,18.3,N degC
2020-07-29,18:00:00,8.08923,P ugm-3,No data,N mgm-3,8.6,N ugm-3 (TEOM FDMS),4.6,P ugm-3 (TEOM FDMS),267.8,N deg,2.8,N ms-1,17,N degC
2020-07-29,19:00:00,8.57453,P ugm-3,No data,N mgm-3,3.5,P ugm-3 (TEOM FDMS),0.5,P ugm-3 (TEOM FDMS),283.9,N deg,2.9,N ms-1,15.7,N degC
2020-07-29,20:00:00,8.79393,P ugm-3,No data,N mgm-3,12.9,N ugm-3 (TEOM FDMS),5.4,N ugm-3 (TEOM FDMS),297.6,N deg,2.5,N ms-1,14.9,N degC
2020-07-29,21:00:00,9.06591,P ugm-3,No data,N mgm-3,4.1,P ugm-3 (TEOM FDMS),1.3,P ugm-3 (TEOM FDMS),298.9,N deg,2,N ms-1,14.6,N degC
2020-07-29,22:00:00,10.7793,P ugm-3,No data,N mgm-3,4.2,P ugm-3 (TEOM FDMS),5.1,N ugm-3 (TEOM FDMS),319.5,N deg,1.4,N ms-1,14.3,N degC
2020-07-29,23:00:00,19.79963,P ugm-3,No data,N mgm-3,5.3,N ugm-3 (TEOM FDMS),2.4,P ugm-3 (TEOM FDMS),224,N deg,0.3,N ms-1,14.1,N degC
2020-07-29,24:00:00,12.71059,P ugm-3,No data,N mgm-3,1.9,P ugm-3 (TEOM FDMS),1.8,P ugm-3 (TEOM FDMS),195.4,N deg,1.5,N ms-1,14.1,N degC
2020-07-30,01:00:00,10.5864,P ugm-3,No data,N mgm-3,3.3,P ugm-3 (TEOM FDMS),2.4,P ugm-3 (TEOM FDMS),248.6,N deg,0.2,N ms-1,13,N degC
2020-07-30,02:00:00,30.38069,P ugm-3,No data,N mgm-3,11.2,N ugm-3 (TEOM FDMS),4.4,P ugm-3 (TEOM FDMS),185.2,N deg,1,N ms-1,13.2,N degC
2020-07-30,03:00:00,34.1447,P ugm-3,No data,N mgm-3,13.7,N ugm-3 (TEOM FDMS),5.4,N ugm-3 (TEOM FDMS),206.9,N deg,1,N ms-1,13.3,N degC
2020-07-30,04:00:00,20.43948,P ugm-3,No data,N mgm-3,13.8,N ugm-3 (TEOM FDMS),5,P ugm-3 (TEOM FDMS),168.8,N deg,2.4,N ms-1,13.1,N degC
2020-07-30,05:00:00,19.79733,P ugm-3,No data,N mgm-3,2.8,P ugm-3 (TEOM FDMS),1.8,P ugm-3 (TEOM FDMS),170.4,N deg,2.7,N ms-1,12.2,N degC
2020-07-30,06:00:00,12.96949,P ugm-3,No data,N mgm-3,11.8,N ugm-3 (TEOM FDMS),1.7,P ugm-3 (TEOM FDMS),164.8,N deg,2.8,N ms-1,13,N degC
2020-07-30,07:00:00,15.05219,P ugm-3,No data,N mgm-3,13.6,N ugm-3 (TEOM FDMS),7.1,N ugm-3 (TEOM FDMS),175.7,N deg,3.3,N ms-1,15,N degC
2020-07-30,08:00:00,14.89013,P ugm-3,No data,N mgm-3,8.7,N ugm-3 (TEOM FDMS),4,P ugm-3 (TEOM FDMS),178.9,N deg,3.9,N ms-1,16.1,N degC
2020-07-30,09:00:00,13.90323,P ugm-3,No data,N mgm-3,4.9,P ugm-3 (TEOM FDMS),4.2,P ugm-3 (TEOM FDMS),177.8,N deg,4.3,N ms-1,16.7,N degC
2020-07-30,10:00:00,14.48118,P ugm-3,No data,N mgm-3,6.5,N ugm-3 (TEOM FDMS),2.7,P ugm-3 (TEOM FDMS),165.5,N deg,4.6,N ms-1,17.2,N degC
2020-07-30,11:00:00,12.13952,P ugm-3,No data,N mgm-3,9.3,N ugm-3 (TEOM FDMS),3.3,P ugm-3 (TEOM FDMS),160.5,N deg,4.4,N ms-1,18,N degC
2020-07-30,12:00:00,12.93526,P ugm-3,No data,N mgm-3,7.1,N ugm-3 (TEOM FDMS),3.3,P ugm-3 (TEOM FDMS),159.1,N deg,3.7,N ms-1,19.5,N degC
