timestamp,minute,hour,day,month,year,CH4,CO,NH3,NO2,PM1_0,PM2_5,PM10_0,eCO2,tVOC,vcc_volt,AQI-1hr-index,AQI-1hr-PM10_0,AQI-1hr-PM2_5,AQI-1hr-NO2, AQI-1hr-CO,AQI-std-index,AQI-std-PM10_0,AQI-std-PM2_5,AQI-std-NO2,AQI-std-CO
1595374622,37,0,22,7,2020,0,0.05,0,0.00675,3,3,3,-1,-1,3.379,16.666666666666668,3.7037037037037037,16.666666666666668,6.925094339622642,0.5681818181818182,7.675438596491229,2.2319688109161793,7.675438596491229,6.925094339622642,0.5922865013774108
1595375518,51,0,22,7,2020,0,0.05,0,0.007355,12,13,13,-1,-1,3.379,26.66666666666667,5.9259259259259265,26.66666666666667,6.925094339622642,0.5681818181818182,8.24561403508772,2.358674463937622,8.24561403508772,6.925094339622642,0.585399449035813
1595376414,6,1,22,7,2020,0,0.05,0,0.00675,2,2,2,-1,-1,3.379,22.500000000000004,5,22.500000000000004,6.59622641509434,0.5681818181818182,8.201754385964913,2.3391812865497075,8.201754385964913,6.59622641509434,0.5750688705234164
1595377310,21,1,22,7,2020,0,0.05,0,0.00648,4,10,12,-1,-1,3.379,29.166666666666668,6.851851851851852,29.166666666666668,6.431132075471697,0.5681818181818182,8.55263157894737,2.4366471734892787,8.55263157894737,6.431132075471697,0.5647382920110195
1595378205,36,1,22,7,2020,0,0.05,0,0.00675,3,7,7,-1,-1,3.379,29.166666666666668,6.851851851851852,29.166666666666668,6.431132075471697,0.5681818181818182,8.771929824561404,2.46588693957115,8.771929824561404,6.431132075471697,0.5578512396694217
1595379101,51,1,22,7,2020,0,0.05,0,0.00675,7,9,11,-1,-1,3.379,34.166666666666664,8.333333333333334,34.166666666666664,6.431132075471697,0.5681818181818182,9.166666666666668,2.5730994152046787,9.166666666666668,6.431132075471697,0.5509641873278239
1595379997,6,2,22,7,2020,0,0.05,0,0.006233,1,1,1,-1,-1,3.379,24.166666666666668,6.111111111111111,24.166666666666668,6.2194339622641515,0.5681818181818182,9.078947368421053,2.5536062378167643,9.078947368421053,6.2194339622641515,0.5440771349862261
1595380893,21,2,22,7,2020,0,0.05,0,0.00675,6,9,9,-1,-1,3.379,30.000000000000004,7.407407407407407,30.000000000000004,6.2194339622641515,0.5681818181818182,9.473684210526317,2.641325536062378,9.473684210526317,6.2194339622641515,0.5406336088154272
1595381788,36,2,22,7,2020,0,0.05,0,0.00675,2,2,2,-1,-1,3.379,23.333333333333332,5.555555555555555,23.333333333333332,6.270377358490566,0.5681818181818182,9.56140350877193,2.651072124756335,9.56140350877193,6.270377358490566,0.5371900826446283
1595382683,51,2,22,7,2020,0,0.05,0,0.006233,3,6,6,-1,-1,3.379,22.500000000000004,5.37037037037037,22.500000000000004,6.172830188679246,0.5681818181818182,9.780701754385966,2.699805068226121,9.780701754385966,6.172830188679246,0.5371900826446284
1595383578,6,3,22,7,2020,0,0.05,0,0.00675,0,0,0,-1,-1,3.379,15.000000000000002,3.3333333333333335,15.000000000000002,6.172830188679246,0.5681818181818182,9.678819444444445,2.671682098765432,9.678819444444445,6.172830188679246,0.5406336088154273
1595384474,21,3,22,7,2020,0,0.05,0,0.006003,6,10,10,-1,-1,3.379,22.500000000000004,5,22.500000000000004,6.129433962264151,0.5681818181818182,10.069444444444445,2.7584876543209877,10.069444444444445,6.129433962264151,0.5440771349862262
1595385369,36,3,22,7,2020,0,0.05,0,0.00559,2,2,2,-1,-1,3.379,16.666666666666668,3.7037037037037037,16.666666666666668,5.910566037735849,0.5681818181818182,10.026041666666668,2.7488425925925926,10.026041666666668,5.910566037735849,0.5475206611570251
1595386264,51,3,22,7,2020,0,0.05,0,0.005403,4,4,4,-1,-1,3.379,18.333333333333336,4.074074074074074,18.333333333333336,5.656415094339622,0.5681818181818182,10.026041666666668,2.7488425925925926,10.026041666666668,5.656415094339622,0.5509641873278239
1595387160,5,4,22,7,2020,0,0.05,0,0.00476,4,4,4,-1,-1,3.379,16.666666666666668,3.7037037037037037,16.666666666666668,5.378490566037737,0.5681818181818182,10.069444444444445,2.7584876543209877,10.069444444444445,5.378490566037737,0.554407713498623
1595388054,20,4,22,7,2020,0,0.05,0,0.004253,8,9,9,-1,-1,3.379,24.166666666666668,5.37037037037037,24.166666666666668,4.907358490566037,0.5681818181818182,10.373263888888891,2.826003086419753,10.373263888888891,4.907358490566037,0.5578512396694217
1595388949,35,4,22,7,2020,0,0.05,0,0.00437,1,1,1,-1,-1,3.379,16.666666666666668,3.7037037037037037,16.666666666666668,4.599245283018868,0.5681818181818182,10.32986111111111,2.797067901234568,10.32986111111111,4.599245283018868,0.5612947658402206
1595389844,50,4,22,7,2020,0,0.05,0,0.00437,4,6,8,-1,-1,3.379,20,4.814814814814815,20,4.369056603773585,0.5681818181818182,10.590277777777779,2.8742283950617282,10.590277777777779,4.369056603773585,0.5647382920110195
1595390739,5,5,22,7,2020,0,0.05,0,0.004908,5,10,10,-1,-1,3.379,25,5.9259259259259265,25,4.2756603773584905,0.5681818181818182,10.9375,2.951388888888889,10.9375,4.2756603773584905,0.5681818181818185
1595391634,20,5,22,7,2020,0,0.05,0,0.005403,7,8,8,-1,-1,3.379,28.333333333333336,6.666666666666667,28.333333333333336,4.396981132075472,0.5681818181818182,11.241319444444445,3.0189043209876543,11.241319444444445,4.396981132075472,0.5681818181818185
1595392529,35,5,22,7,2020,0,0.05,0,0.00437,2,3,3,-1,-1,3.379,23.333333333333332,5.555555555555555,23.333333333333332,4.419056603773584,0.5681818181818182,11.197916666666668,3.009259259259259,11.197916666666668,4.419056603773584,0.5681818181818185
1595393424,50,5,22,7,2020,0,0.05,0,0.003495,6,7,8,-1,-1,3.379,28.333333333333336,6.851851851851852,28.333333333333336,4.253962264150943,0.5681818181818182,11.414930555555557,3.0671296296296298,11.414930555555557,4.253962264150943,0.5681818181818185
1595394319,5,6,22,7,2020,0,0.05,0,0.00314,6,6,6,-1,-1,3.379,28.333333333333336,6.481481481481482,28.333333333333336,4.021886792452831,0.5681818181818182,11.545138888888891,3.096064814814815,11.545138888888891,4.021886792452831,0.5681818181818185
1595395215,20,6,22,7,2020,0,0.05,0,0.003272,6,11,16,-1,-1,3.379,29.166666666666668,7.592592592592592,29.166666666666668,3.713207547169812,0.5681818181818182,11.979166666666668,3.240740740740741,11.979166666666668,3.713207547169812,0.5681818181818185
1595396110,35,6,22,7,2020,0,0.06,0,0.002603,1,1,17,-1,-1,3.379,23.333333333333332,9.25925925925926,23.333333333333332,3.1849056603773587,0.5909090909090909,11.979166666666668,3.3950617283950617,11.979166666666668,3.1849056603773587,0.5716253443526174
1595397005,50,6,22,7,2020,0,0.06,0,0.002475,7,10,11,-1,-1,3.379,29.166666666666668,10.74074074074074,29.166666666666668,2.827358490566038,0.6136363636363636,12.413194444444445,3.5011574074074074,12.413194444444445,2.827358490566038,0.5750688705234163
1595397900,5,7,22,7,2020,0,0.06,0,0.002475,3,3,3,-1,-1,3.379,25.833333333333336,9.814814814814815,25.833333333333336,2.6349056603773584,0.6363636363636365,12.413194444444445,3.4915123456790127,12.413194444444445,2.6349056603773584,0.5785123966942152
1595398796,19,7,22,7,2020,0,0.06,0,0.003077,5,10,10,-1,-1,3.379,29.166666666666668,10.555555555555555,29.166666666666668,2.6230188679245283,0.6590909090909091,12.847222222222223,3.587962962962963,12.847222222222223,2.6230188679245283,0.5819559228650141
1595399691,34,7,22,7,2020,0,0.06,0,0.002435,0,0,0,-1,-1,3.379,20,7.592592592592592,20,2.4650943396226417,0.6818181818181818,12.760416666666668,3.549382716049383,12.760416666666668,2.4650943396226417,0.585399449035813
1595400586,49,7,22,7,2020,0,0.06,0,0.002182,4,8,11,-1,-1,3.379,25.833333333333336,6.481481481481482,25.833333333333336,2.3856603773584903,0.6818181818181818,13.107638888888891,3.6554783950617282,13.107638888888891,2.3856603773584903,0.5888429752066119
1595401482,4,8,22,7,2020,0,0.06,0,0.002515,1,1,1,-1,-1,3.379,18.333333333333336,4.62962962962963,18.333333333333336,2.393207547169811,0.6818181818181818,13.06423611111111,3.6458333333333335,13.06423611111111,2.393207547169811,0.5922865013774107
1595402377,19,8,22,7,2020,0,0.05,0,0.002958,4,8,10,-1,-1,3.379,22.500000000000004,5.9259259259259265,22.500000000000004,2.4843396226415093,0.6590909090909091,13.411458333333334,3.742283950617284,13.411458333333334,2.4843396226415093,0.5922865013774107
1595403273,34,8,22,7,2020,0,0.06,0,0.003345,1,1,1,-1,-1,3.379,15.000000000000002,4.259259259259259,15.000000000000002,2.5349056603773583,0.6590909090909091,13.368055555555557,3.732638888888889,13.368055555555557,2.5349056603773583,0.5957300275482096
1595404169,49,8,22,7,2020,0,0.06,0,0.003935,2,4,5,-1,-1,3.379,18.333333333333336,5.185185185185185,18.333333333333336,2.8179245283018868,0.6590909090909091,13.541666666666668,3.780864197530864,13.541666666666668,2.8179245283018868,0.5991735537190086
1595405065,4,9,22,7,2020,0,0.05,0,0.006003,2,2,2,-1,-1,3.379,13.333333333333336,3.518518518518518,13.333333333333336,3.5388679245283026,0.6363636363636362,13.541666666666668,3.7712191358024696,13.541666666666668,3.5388679245283026,0.5991735537190086
1595405962,19,9,22,7,2020,0,0.05,0,0.00675,3,3,4,-1,-1,3.369,15.000000000000002,4.074074074074074,15.000000000000002,4.337924528301886,0.6136363636363635,13.671875000000002,3.809799382716049,13.671875000000002,4.337924528301886,0.5991735537190086
1595406858,34,9,22,7,2020,0,0.05,0,0.00704,2,2,2,-1,-1,3.379,10,2.5925925925925926,10,5.10811320754717,0.6136363636363635,13.671875000000002,3.790509259259259,13.671875000000002,5.10811320754717,0.5991735537190086
1595407755,49,9,22,7,2020,0,0.04,0,0.008493,1,2,2,-1,-1,3.379,10.833333333333334,2.7777777777777777,10.833333333333334,6.079433962264151,0.5681818181818182,13.758680555555557,3.809799382716049,13.758680555555557,6.079433962264151,0.5957300275482096
1595408651,4,10,22,7,2020,0,0.05,0,0.007355,0,0,0,-1,-1,3.379,7.500000000000001,1.8518518518518519,7.500000000000001,6.724716981132077,0.5454545454545455,13.715277777777779,3.7712191358024696,13.715277777777779,6.724716981132077,0.5957300275482096
1595409547,19,10,22,7,2020,0,0.05,0,0.005403,2,2,2,-1,-1,3.379,7.500000000000001,1.8518518518518519,7.500000000000001,6.611509433962265,0.5454545454545454,13.802083333333334,3.790509259259259,13.802083333333334,6.611509433962265,0.5957300275482096
1595410445,34,10,22,7,2020,0,0.05,0,0.008493,0,0,0,-1,-1,3.379,6.940377358490567,1.1111111111111112,5,6.940377358490567,0.5454545454545454,13.671875000000002,3.742283950617284,13.671875000000002,6.940377358490567,0.5957300275482096
1595411343,49,10,22,7,2020,0,0.05,0,0.008077,1,2,2,-1,-1,3.369,7.136037735849057,1.1111111111111112,5,7.136037735849057,0.5454545454545454,13.61683848797251,3.722794959908362,13.61683848797251,7.136037735849057,0.5957300275482096
1595412240,4,11,22,7,2020,0,0.05,0,0.00675,0,0,0,-1,-1,3.379,6.807169811320755,0.7407407407407408,3.333333333333334,6.807169811320755,0.5681818181818182,13.530927835051548,3.6750668193967164,13.530927835051548,6.807169811320755,0.5957300275482096
1595413138,18,11,22,7,2020,0,0.05,0,0.00648,0,1,1,-1,-1,3.369,6.642075471698113,0.9259259259259259,4.166666666666667,6.642075471698113,0.5681818181818182,13.487972508591067,3.6655211912943875,13.487972508591067,6.642075471698113,0.5957300275482096
1595414037,33,11,22,7,2020,0,0.07,0,0.004492,0,0,0,-1,-1,3.369,6.470188679245283,0.5555555555555556,2.5,6.470188679245283,0.6136363636363636,13.402061855670105,3.6273386788850703,13.402061855670105,6.470188679245283,0.6026170798898075
1595414937,48,11,22,7,2020,0,0.07,0,0.004622,7,7,8,-1,-1,3.369,8.333333333333334,2.037037037037037,8.333333333333334,5.7398113207547174,0.6590909090909092,13.702749140893472,3.7037037037037037,13.702749140893472,5.7398113207547174,0.6095041322314052
1595415836,3,12,22,7,2020,0,0.07,0,0.004253,0,0,0,-1,-1,3.369,6.666666666666668,1.6666666666666667,6.666666666666668,5.018301886792453,0.7045454545454547,13.573883161512029,3.6750668193967164,13.573883161512029,5.018301886792453,0.6163911845730031
1595416736,18,12,22,7,2020,0,0.07,0,0.004253,1,1,1,-1,-1,3.369,7.500000000000001,1.8518518518518519,7.500000000000001,4.547169811320754,0.75,13.61683848797251,3.6846124474990454,13.61683848797251,4.155660377358491,0.6232782369146009
1595417637,33,12,22,7,2020,0,0.09,0,0.003018,2,2,2,-1,-1,3.369,10.416666666666668,2.5462962962962963,10.416666666666668,3.8080188679245284,0.8522727272727274,13.659793814432991,3.6941580756013748,13.659793814432991,3.8080188679245284,0.6370523415977966
1595418538,48,12,22,7,2020,0,0.09,0,0.003077,0,1,3,-1,-1,3.369,4.166666666666667,1.3888888888888888,4.166666666666667,3.443632075471698,0.9090909090909091,13.702749140893472,3.722794959908362,13.702749140893472,3.443632075471698,0.6508264462809922
1595419440,3,13,22,7,2020,0,0.09,0,0.002603,0,0,0,-1,-1,3.369,4.166666666666667,1.3888888888888888,4.166666666666667,3.0544811320754715,0.9659090909090908,13.61683848797251,3.7037037037037037,13.61683848797251,3.0544811320754715,0.6646005509641877
1595420340,18,13,22,7,2020,0,0.09,0,0.00265,1,2,2,-1,-1,3.369,5.208333333333334,1.6203703703703705,5.208333333333334,2.6764150943396223,1.0227272727272727,13.659793814432991,3.7132493318060327,13.659793814432991,2.6764150943396223,0.6783746556473833
1595421242,34,13,22,7,2020,0,0.09,0,0.003077,0,0,0,-1,-1,3.369,3.125,1.1574074074074074,3.125,2.690330188679245,1.0227272727272727,13.573883161512029,3.6941580756013748,13.573883161512029,2.690330188679245,0.6921487603305788
1595423045,4,14,22,7,2020,0,0.09,0,0.002958,1,1,1,-1,-1,3.369,4.166666666666667,0.9259259259259259,4.166666666666667,2.7311320754716983,1.0227272727272727,13.541666666666668,3.694058641975309,13.541666666666668,2.7311320754716983,0.7102272727272732
1595423949,19,14,22,7,2020,0,0.08,0,0.003205,2,2,2,-1,-1,3.369,4.166666666666667,0.9259259259259259,4.166666666666667,2.9056603773584904,0.9848484848484849,13.628472222222223,3.713348765432099,13.628472222222223,2.9056603773584904,0.7208806818181822
1595424850,34,14,22,7,2020,0,0.08,0,0.003205,0,0,0,-1,-1,3.369,4.166666666666667,0.9259259259259259,4.166666666666667,2.9459119496855344,0.9469696969696969,13.585069444444445,3.694058641975309,13.585069444444445,2.9459119496855344,0.7315340909090914
1595425752,49,14,22,7,2020,0,0.08,0,0.003018,1,2,3,-1,-1,3.369,5.208333333333334,1.3888888888888888,5.208333333333334,2.9212264150943397,0.9375,13.628472222222223,3.713348765432099,13.628472222222223,2.9212264150943397,0.7386363636363641
1595426654,4,15,22,7,2020,0,0.08,0,0.003205,1,1,1,-1,-1,3.369,5.208333333333334,1.3888888888888888,5.208333333333334,2.9794811320754717,0.9090909090909091,13.585069444444445,3.7037037037037037,13.585069444444445,2.9794811320754717,0.7457386363636368
1595427558,19,15,22,7,2020,0,0.08,0,0.003417,0,1,1,-1,-1,3.369,4.166666666666667,1.1574074074074074,4.166666666666667,3.0294811320754715,0.9090909090909091,13.628472222222223,3.713348765432099,13.628472222222223,3.0294811320754715,0.7528409090909096
1595428461,34,15,22,7,2020,0,0.08,0,0.003575,1,1,1,-1,-1,3.369,5.208333333333334,1.3888888888888888,5.208333333333334,3.1167452830188678,0.9090909090909091,13.628472222222223,3.713348765432099,13.628472222222223,3.1167452830188678,0.7599431818181821
1595429364,49,15,22,7,2020,0,0.07,0,0.004253,1,2,2,-1,-1,3.369,5.208333333333334,1.1574074074074074,5.208333333333334,3.408018867924528,0.8806818181818181,13.715277777777779,3.732638888888889,13.715277777777779,3.408018867924528,0.7634943181818185
1595430267,4,16,22,7,2020,0,0.08,0,0.004035,0,0,0,-1,-1,3.369,4.166666666666667,0.9259259259259259,4.166666666666667,3.6037735849056602,0.8806818181818181,13.671875000000002,3.7229938271604937,13.671875000000002,3.6037735849056602,0.7705965909090912
1595431172,19,16,22,7,2020,0,0.08,0,0.003747,1,3,3,-1,-1,3.369,6.25,1.3888888888888888,6.25,3.681603773584906,0.8806818181818183,13.802083333333334,3.7519290123456788,13.802083333333334,3.681603773584906,0.7776988636363641
1595432075,34,16,22,7,2020,0,0.07,0,0.00437,2,2,2,-1,-1,3.369,7.291666666666667,1.6203703703703705,7.291666666666667,3.869103773584906,0.8522727272727274,13.84548611111111,3.761574074074074,13.84548611111111,3.869103773584906,0.7881231671554255
1595432978,49,16,22,7,2020,0,0.07,0,0.004492,2,2,3,-1,-1,3.369,7.291666666666667,1.8518518518518519,7.291666666666667,3.925471698113207,0.8522727272727274,13.932291666666668,3.790509259259259,13.932291666666668,3.925471698113207,0.7917888563049855
1595433881,4,17,22,7,2020,0,0.07,0,0.004492,2,2,2,-1,-1,3.369,9.375,2.314814814814815,9.375,4.033254716981132,0.8238636363636365,13.975694444444445,3.790509259259259,13.975694444444445,4.033254716981132,0.7991202346041058
1595434785,19,17,22,7,2020,0,0.07,0,0.004908,1,2,2,-1,-1,3.369,8.333333333333334,2.0833333333333335,8.333333333333334,4.307075471698114,0.7954545454545455,14.062500000000002,3.809799382716049,14.062500000000002,4.307075471698114,0.806451612903226
1595435688,34,17,22,7,2020,0,0.07,0,0.00476,2,2,2,-1,-1,3.369,8.333333333333334,2.0833333333333335,8.333333333333334,4.399056603773585,0.7954545454545455,14.105902777777779,3.809799382716049,14.105902777777779,4.399056603773585,0.8137829912023461
1595436591,49,17,22,7,2020,0,0.07,0,0.00476,0,1,1,-1,-1,3.369,7.291666666666667,1.6203703703703705,7.291666666666667,4.462264150943396,0.7954545454545455,14.062500000000002,3.8001543209876547,14.062500000000002,4.462264150943396,0.8247800586510265
1595437494,4,18,22,7,2020,0,0.06,0,0.005063,0,0,0,-1,-1,3.369,5.208333333333334,1.1574074074074074,5.208333333333334,4.596933962264151,0.7670454545454546,13.932291666666668,3.7712191358024696,13.932291666666668,4.596933962264151,0.8284457478005866
1595438397,19,18,22,7,2020,0,0.06,0,0.005788,1,1,1,-1,-1,3.369,4.8044811320754715,0.9259259259259259,4.166666666666667,4.8044811320754715,0.7386363636363636,13.932291666666668,3.7712191358024696,13.932291666666668,4.8044811320754715,0.8321114369501468
1595439298,34,18,22,7,2020,0,0.05,0,0.0077,2,2,2,-1,-1,3.369,5.497877358490566,0.9259259259259259,4.166666666666667,5.497877358490566,0.6818181818181818,13.888888888888891,3.761574074074074,13.888888888888891,5.497877358490566,0.8321114369501468
1595440199,49,18,22,7,2020,0,0.05,0,0.008953,1,1,1,-1,-1,3.369,6.486792452830188,0.9259259259259259,4.166666666666667,6.486792452830188,0.6249999999999999,13.932291666666668,3.7712191358024696,13.932291666666668,6.486792452830188,0.8321114369501468
1595441098,4,19,22,7,2020,0,0.05,0,0.009463,0,0,0,-1,-1,3.369,7.524528301886793,0.9259259259259259,4.166666666666667,7.524528301886793,0.5965909090909092,13.84548611111111,3.732638888888889,13.84548611111111,7.524528301886793,0.8321114369501467
1595441998,19,19,22,7,2020,0,0.04,0,0.010675,2,2,4,-1,-1,3.369,8.677122641509435,1.6203703703703705,5.208333333333334,8.677122641509435,0.5397727272727273,13.932291666666668,3.7712191358024696,13.932291666666668,8.677122641509435,0.8284457478005866
1595442896,34,19,22,7,2020,0,0.05,0,0.010032,2,2,2,-1,-1,3.369,8.834528301886793,1.6666666666666667,5.833333333333333,8.834528301886793,0.5454545454545455,13.975694444444445,3.7712191358024696,13.975694444444445,8.834528301886793,0.8211143695014662
1595443795,49,19,22,7,2020,0,0.04,0,0.010032,1,3,3,-1,-1,3.379,9.274528301886793,1.8518518518518519,6.666666666666668,9.274528301886793,0.5227272727272727,14.105902777777779,3.8001543209876547,14.105902777777779,9.274528301886793,0.8101173020527861
1595444693,4,20,22,7,2020,0,0.04,0,0.009463,2,2,2,-1,-1,3.379,9.370754716981134,2.037037037037037,7.500000000000001,9.370754716981134,0.5,14.105902777777779,3.8001543209876547,14.105902777777779,9.370754716981134,0.7991202346041058
1595445591,19,20,22,7,2020,0,0.04,0,0.010032,2,3,3,-1,-1,3.379,10,2.5925925925925926,10,9.47811320754717,0.4772727272727273,14.192708333333334,3.8194444444444446,14.192708333333334,9.47811320754717,0.7881231671554255
1595446488,34,20,22,7,2020,0,0.05,0,0.009463,2,3,3,-1,-1,3.379,10.833333333333334,2.4074074074074074,10.833333333333334,9.24943396226415,0.5,14.192708333333334,3.8194444444444446,14.192708333333334,9.24943396226415,0.7734604105571847
1595447386,49,20,22,7,2020,0,0.04,0,0.010032,2,3,6,-1,-1,3.379,11.666666666666666,3.148148148148148,11.666666666666666,9.24943396226415,0.47727272727272724,14.23611111111111,3.858024691358025,14.23611111111111,9.24943396226415,0.7551319648093843
1595448283,4,21,22,7,2020,0,0.05,0,0.009463,2,2,2,-1,-1,3.379,10.833333333333334,2.9629629629629632,10.833333333333334,9.142075471698112,0.5,14.192708333333334,3.838734567901234,14.192708333333334,9.142075471698112,0.7404692082111438
1595449181,19,21,22,7,2020,0,0.04,0,0.010675,4,5,5,-1,-1,3.379,13.333333333333336,3.518518518518518,13.333333333333336,9.370754716981134,0.49999999999999994,14.409722222222223,3.780864197530864,14.409722222222223,9.370754716981134,0.7221407624633435
1595450078,34,21,22,7,2020,0,0.04,0,0.011402,2,3,3,-1,-1,3.379,13.333333333333336,3.518518518518518,13.333333333333336,9.629245283018868,0.5,14.366319444444445,3.7712191358024696,14.366319444444445,9.629245283018868,0.7038123167155429
1595450975,49,21,22,7,2020,0,0.04,0,0.010032,3,5,7,-1,-1,3.379,15.000000000000002,4.259259259259259,15.000000000000002,9.736603773584905,0.4772727272727273,14.453125000000002,3.809799382716049,14.453125000000002,9.736603773584905,0.6960227272727276
1595451872,4,22,22,7,2020,0,0.05,0,0.010675,2,2,2,-1,-1,3.379,14.166666666666668,3.518518518518518,14.166666666666668,9.857924528301888,0.5,14.366319444444445,3.780864197530864,14.366319444444445,9.857924528301888,0.6818181818181822
1595452769,19,22,22,7,2020,0,0.05,0,0.010032,3,5,9,-1,-1,3.379,16.666666666666668,4.814814814814815,16.666666666666668,9.965283018867925,0.49999999999999994,14.453125000000002,3.838734567901234,14.453125000000002,9.965283018867925,0.671164772727273
1595453665,34,22,22,7,2020,0,0.04,0,0.009463,3,4,4,-1,-1,3.379,15.833333333333334,4.62962962962963,15.833333333333334,9.736603773584905,0.49999999999999994,14.322916666666668,3.8001543209876547,14.322916666666668,9.736603773584905,0.6569602272727276
1595454562,49,22,22,7,2020,0,0.04,0,0.010675,4,5,5,-1,-1,3.379,17.500000000000004,5,17.500000000000004,9.599433962264152,0.5,14.539930555555557,3.8483796296296298,14.539930555555557,9.599433962264152,0.6427556818181822
1595455458,4,23,22,7,2020,0,0.04,0,0.010675,1,1,1,-1,-1,3.379,14.166666666666668,3.8888888888888893,14.166666666666668,9.72075471698113,0.5,14.192708333333334,3.761574074074074,14.192708333333334,9.72075471698113,0.6285511363636368
1595456355,19,23,22,7,2020,0,0.04,0,0.010675,3,5,5,-1,-1,3.369,16.666666666666668,4.444444444444445,16.666666666666668,9.72075471698113,0.4772727272727273,14.279513888888891,3.780864197530864,14.279513888888891,9.72075471698113,0.6232782369146009
1595457251,34,23,22,7,2020,0,0.04,0,0.009463,2,2,2,-1,-1,3.379,14.166666666666668,3.148148148148148,14.166666666666668,9.613396226415095,0.45454545454545453,13.802083333333334,3.568672839506173,13.802083333333334,9.613396226415095,0.6095041322314053
1595458147,49,23,22,7,2020,0,0.04,0,0.010032,7,10,10,-1,-1,3.379,19.166666666666668,4.259259259259259,19.166666666666668,9.72075471698113,0.45454545454545453,14.192708333333334,3.6554783950617282,14.192708333333334,9.72075471698113,0.5957300275482097
1595459044,4,0,23,7,2020,0,0.04,0,0.009463,1,1,1,-1,-1,3.379,15.833333333333334,3.518518518518518,15.833333333333334,9.492075471698113,0.45454545454545453,13.932291666666668,3.597608024691358,13.932291666666668,9.492075471698113,0.585399449035813
1595459940,18,0,23,7,2020,0,0.05,0,0.009463,8,10,10,-1,-1,3.369,23.333333333333332,5.185185185185185,23.333333333333332,9.263396226415095,0.4772727272727273,14.279513888888891,3.6747685185185186,14.279513888888891,9.263396226415095,0.5750688705234164
1595460837,33,0,23,7,2020,0,0.04,0,0.010032,4,4,4,-1,-1,3.379,22.500000000000004,5,22.500000000000004,9.142075471698112,0.47727272727272724,14.149305555555557,3.6458333333333335,14.149305555555557,9.142075471698112,0.5612947658402208
1595461732,48,0,23,7,2020,0,0.04,0,0.011402,4,7,8,-1,-1,3.379,26.66666666666667,6.111111111111111,26.66666666666667,9.507924528301887,0.4772727272727273,14.322916666666668,3.694058641975309,14.322916666666668,9.507924528301887,0.550964187327824
1595462629,3,1,23,7,2020,0,0.04,0,0.011402,4,4,4,-1,-1,3.379,21.666666666666668,5,21.666666666666668,9.766415094339624,0.4772727272727273,13.932291666666668,3.607253086419753,13.932291666666668,9.766415094339624,0.5406336088154273
1595463525,18,1,23,7,2020,0,0.04,0,0.011402,4,8,9,-1,-1,3.369,27.5,6.481481481481482,27.5,10.132264150943397,0.4772727272727273,14.192708333333334,3.6747685185185186,14.192708333333334,10.132264150943397,0.5303030303030306
1595464421,33,1,23,7,2020,0,0.04,0,0.010675,5,5,5,-1,-1,3.379,23.333333333333332,5.555555555555555,23.333333333333332,10.360943396226414,0.45454545454545453,13.975694444444445,3.607253086419753,13.975694444444445,10.360943396226414,0.5199724517906338
1595465317,48,1,23,7,2020,0,0.04,0,0.010032,4,5,5,-1,-1,3.379,24.166666666666668,5.740740740740741,24.166666666666668,10.360943396226414,0.45454545454545453,13.888888888888891,3.587962962962963,13.888888888888891,10.360943396226414,0.5096418732782371
1595466213,3,2,23,7,2020,0,0.05,0,0.008493,1,1,1,-1,-1,3.379,19.166666666666668,4.444444444444445,19.166666666666668,9.812075471698114,0.4772727272727273,13.541666666666668,3.4915123456790127,13.541666666666668,9.812075471698114,0.5027548209366394
1595467109,18,2,23,7,2020,0,0.05,0,0.009463,4,6,9,-1,-1,3.379,20.833333333333336,5.37037037037037,20.833333333333336,9.44622641509434,0.49999999999999994,13.758680555555557,3.568672839506173,13.758680555555557,9.44622641509434,0.4993112947658404
1595468005,33,2,23,7,2020,0,0.05,0,0.008493,2,2,2,-1,-1,3.369,15.833333333333334,4.074074074074074,15.833333333333334,8.897358490566038,0.5227272727272727,13.45486111111111,3.5011574074074074,13.45486111111111,8.897358490566038,0.4958677685950415
1595468901,48,2,23,7,2020,0,0.04,0,0.009463,3,4,7,-1,-1,3.379,15.000000000000002,4.444444444444445,15.000000000000002,8.66867924528302,0.5227272727272727,13.541666666666668,3.549382716049383,13.541666666666668,8.66867924528302,0.4924242424242426
1595469797,3,3,23,7,2020,0,0.05,0,0.008493,1,1,1,-1,-1,3.379,11.666666666666666,3.7037037037037037,11.666666666666666,8.378301886792453,0.5454545454545455,13.324652777777779,3.5011574074074074,13.324652777777779,8.378301886792453,0.4924242424242426
1595470693,18,3,23,7,2020,0,0.05,0,0.0077,2,7,9,-1,-1,3.379,16.666666666666668,5.185185185185185,16.666666666666668,8.22867924528302,0.5454545454545454,13.628472222222223,3.587962962962963,13.628472222222223,8.22867924528302,0.4924242424242426
1595471589,33,3,23,7,2020,0,0.04,0,0.008493,0,0,0,-1,-1,3.379,11.666666666666666,3.518518518518518,11.666666666666666,8.045660377358491,0.5227272727272727,13.194444444444445,3.4915123456790127,13.194444444444445,8.045660377358491,0.4924242424242426
1595472485,48,3,23,7,2020,0,0.05,0,0.00704,5,7,7,-1,-1,3.379,15.833333333333334,4.444444444444445,15.833333333333334,7.771509433962264,0.5227272727272728,13.411458333333334,3.5397376543209877,13.411458333333334,7.771509433962264,0.4924242424242426
