timestamp,minute,hour,day,month,year,CH4,CO,NH3,NO2,PM1_0,PM2_5,PM10_0,eCO2,tVOC,vcc_volt,AQI-1hr-index,AQI-1hr-PM10_0,AQI-1hr-PM2_5,AQI-1hr-NO2, AQI-1hr-CO,AQI-std-index,AQI-std-PM10_0,AQI-std-PM2_5,AQI-std-NO2,AQI-std-CO
1592927156,45,16,23,6,2020,0,0.09,0.01,0.0012225,1,1,1,1480,164,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592928062,1,17,23,6,2020,0,0.1,0.01,0.0009875,2,3,3,2027,247,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592928966,16,17,23,6,2020,0,0.1,0.01,0.001045,1,1,1,1988,241,3.359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592929871,31,17,23,6,2020,0,0.1,0.01,0.00101,2,4,8,2413,306,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592930776,46,17,23,6,2020,0,0.09,0.01,0.001375,1,1,1,1988,241,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592931681,1,18,23,6,2020,0,0.08,0.01,0.00178,2,5,8,1627,186,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592932585,16,18,23,6,2020,0,0.09,0.01,0.00158,5,5,5,2080,255,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592933490,31,18,23,6,2020,0,0.08,0.01,0.001735,0,2,3,1585,180,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592934393,46,18,23,6,2020,0,0.08,0.01,0.001825,3,3,3,1803,213,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592935296,1,19,23,6,2020,0,0.07,0,0.00265,3,5,6,1261,131,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592936197,16,19,23,6,2020,0,0.07,0,0.002795,3,3,14,1183,119,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592937098,31,19,23,6,2020,0,0.07,0,0.003575,4,5,7,1113,108,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592937998,46,19,23,6,2020,0,0.06,0,0.003935,4,6,6,1088,104,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592938899,1,20,23,6,2020,0,0.06,0,0.00366,3,4,4,1058,100,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592939799,16,20,23,6,2020,0,0.06,0,0.0042525,4,6,6,1322,140,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592940699,31,20,23,6,2020,0,0.06,0,0.00414,2,4,4,1346,144,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592941599,46,20,23,6,2020,0,0.06,0,0.003935,0,0,0,1689,196,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592942499,1,21,23,6,2020,0,0.06,0,0.0042525,4,6,6,1540,173,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592943398,16,21,23,6,2020,0,0.06,0,0.003345,2,2,2,1610,184,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592944298,31,21,23,6,2020,0,0.07,0,0.003205,5,8,8,1689,196,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592945197,46,21,23,6,2020,0,0.06,0,0.0023575,5,8,8,1291,135,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592946097,1,22,23,6,2020,0,0.07,0,0.002475,6,8,10,1377,148,3.379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592946995,16,22,23,6,2020,0,0.06,0,0.0037475,2,2,2,1528,171,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592947894,31,22,23,6,2020,0,0.06,0,0.0037475,5,7,7,1528,171,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592948793,46,22,23,6,2020,0,0.05,0,0.00414,2,2,17,1346,144,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592949692,1,23,23,6,2020,0,0.06,0,0.003935,6,8,8,1282,134,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592950590,16,23,23,6,2020,0,0.06,0,0.0032725,5,5,5,1355,145,3.379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592951489,31,23,23,6,2020,0,0.06,0,0.002795,7,11,17,1393,151,3.379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592952386,46,23,23,6,2020,0,0.06,0,0.002745,8,11,11,1403,152,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592953285,1,0,24,6,2020,0,0.06,0,0.002215,18,24,27,1338,142,3.369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
